Facility Name,Site Address,Last Inspection Date,Facility Type,url_entity_partial,category,Community,Program Area,Closed Date,Reason,Reopen Date,Type,Offense,Outcome,Offense Date,Resolved Date,url_entity_full
Highway Variety - Convenience / Variety,6 Algoma Rd  Spanish ON P0P 2A0,07-Dec-2023,Convenience / Variety,location.href = '/Portal/Facility/Details/ac34d975-e41b-46af-9ed8-5547eacae646' ,food,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/ac34d975-e41b-46af-9ed8-5547eacae646
Hillside Park Retirement Residence - Long Term Care Facility,11 Mississauga  Elliot Lake ON P5A 1E1,18-Mar-2024,Long Term Care Facility,location.href = '/Portal/Facility/Details/701ffb7c-0b1e-4272-9b49-d2629b05d6c5' ,food,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/701ffb7c-0b1e-4272-9b49-d2629b05d6c5
Hillside Shop and Save - Convenience / Variety,279 Hillside Dr  Elliot Lake ON P5A 1N7,19-Apr-2023,Convenience / Variety,location.href = '/Portal/Facility/Details/a45abf4a-1d2c-461f-a9f9-2d403101d4c4' ,food,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/a45abf4a-1d2c-461f-a9f9-2d403101d4c4
Hilton Beach Community Hall - Community Kitchen,3050 Hilton Road  Hilton Beach ON P0R 1G0,22-Jun-2023,Community Kitchen,location.href = '/Portal/Facility/Details/bcc68493-7a2e-4aaf-8af2-d4f00cdb5982' ,food,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/bcc68493-7a2e-4aaf-8af2-d4f00cdb5982
Hilton Beach General Store - Convenience / Variety,3080 Hilton Road  Hilton Beach ON P0R 1G0,24-Nov-2023,Convenience / Variety,location.href = '/Portal/Facility/Details/b911a8bc-6a11-4aa6-a84d-38073b9d642a' ,food,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/b911a8bc-6a11-4aa6-a84d-38073b9d642a
Hilton Beach Tourist Park Office - Convenience / Variety,PO Box 202  Hilton Beach ON P0R 1G0,15-Aug-2023,Convenience / Variety,location.href = '/Portal/Facility/Details/56da73ce-318e-40c9-924e-edf7470c6aff' ,food,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/56da73ce-318e-40c9-924e-edf7470c6aff
Hiway Variety Convenience Store - Convenience / Variety,1-25 Trunk Rd  Sault Ste. Marie ON P6A 3S2,19-Oct-2023,Convenience / Variety,location.href = '/Portal/Facility/Details/34beddd7-56c0-4f95-ae2e-f2d79b8839d0' ,food,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/34beddd7-56c0-4f95-ae2e-f2d79b8839d0
HM Robbins Public School - Elementary School,83 East Balfour St  Sault Ste. Marie ON P6C 1X4,15-Feb-2024,Elementary School,location.href = '/Portal/Facility/Details/73b93f59-26cd-4f75-b1c7-45fb076961ae' ,food,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/73b93f59-26cd-4f75-b1c7-45fb076961ae
Hogan's Homestead - Restaurant,475 Airport Road  Sault Ste. Marie Ontario P6A 5K6,13-Feb-2024,Restaurant,location.href = '/Portal/Facility/Details/eae27453-912e-4496-8f0b-434814c11d64' ,food,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/eae27453-912e-4496-8f0b-434814c11d64
Hogan's Homestead - Restaurant,1332 Great Northern Rd  Sault Ste. Marie ON P6A 5K7,12-Sep-2023,Restaurant,location.href = '/Portal/Facility/Details/7d258511-6f0b-4e66-834f-6c68228bb6a8' ,food,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/7d258511-6f0b-4e66-834f-6c68228bb6a8
Hogan's Homestead Sugar Shack - Baked Goods - Retail,1157 Thielman Road  Goulais River ON P0S 1E0,04-Mar-2024,Baked Goods - Retail,location.href = '/Portal/Facility/Details/0a87333b-dbe5-4998-856b-cf0a3e715448' ,food,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/0a87333b-dbe5-4998-856b-cf0a3e715448
Holiday Inn Express Express Start - Restaurant,320 Bay St  Sault Ste. Marie ON P6A 1X1,06-Dec-2023,Restaurant,location.href = '/Portal/Facility/Details/86ca9960-54da-43b7-838c-f81c980f2d9e' ,food,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/86ca9960-54da-43b7-838c-f81c980f2d9e
Holy Cows Ice Cream Parlour - Ice Cream / Yogurt Vendor,938 McNabb Street  Sault Ste Marie ON P6B 6J1,15-Jun-2023,Ice Cream / Yogurt Vendor,location.href = '/Portal/Facility/Details/e2aae1b7-9e5d-4a85-8c4a-29137ae99e1b' ,food,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/e2aae1b7-9e5d-4a85-8c4a-29137ae99e1b
Holy Cross Catholic School - Elementary School,16 Texas Ave  Sault Ste. Marie ON P6A 4Y8,05-Mar-2024,Elementary School,location.href = '/Portal/Facility/Details/c5c48f8c-71fe-46b3-8a09-6a35b5c04a27' ,food,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/c5c48f8c-71fe-46b3-8a09-6a35b5c04a27
Holy Family Catholic School - Elementary School,42 Rushmere Dr.  Sault Ste. Marie ON P6C 2T4,05-Feb-2024,Elementary School,location.href = '/Portal/Facility/Details/8f3bd2af-a03f-42b8-a99c-136de357b6d7' ,food,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/8f3bd2af-a03f-42b8-a99c-136de357b6d7
Home Bakery - Baked Goods - Retail,356 Queen Street East  Sault Ste Marie ON P6A 1Z1,23-Jun-2023,Baked Goods - Retail,location.href = '/Portal/Facility/Details/56b29ddc-56fd-4220-bd74-412768de2809' ,food,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/56b29ddc-56fd-4220-bd74-412768de2809
Hong Kong Restaurant - Restaurant,241 Trunk Road  Sault Ste. Marie ON P6A 3S7,28-Mar-2024,Restaurant,location.href = '/Portal/Facility/Details/2c8cc65e-7ca8-41c2-b7c7-d343df1cee2c' ,food,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/2c8cc65e-7ca8-41c2-b7c7-d343df1cee2c
Hopes Confectionery Delight's - Home Based Food Inspection,23 Birch Street  Wawa ON P0S 1K0,18-Dec-2023,Home Based Food Inspection,location.href = '/Portal/Facility/Details/5f8b71bc-af95-47cd-9884-045c7298578f' ,food,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/5f8b71bc-af95-47cd-9884-045c7298578f
Hot Dog Sammy's - Food Vending Facility,674 Queen St E  Sault Ste Marie ON P6A2A4,25-Oct-2023,Food Vending Facility,location.href = '/Portal/Facility/Details/2ef7a7bb-f198-435e-97f8-409e3f6d6d24' ,food,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/2ef7a7bb-f198-435e-97f8-409e3f6d6d24
Howard Johnson Inc. - Restaurant,503 Trunk Road  Sault Ste. Marie ON P6A 5T1,14-Apr-2023,Restaurant,location.href = '/Portal/Facility/Details/b0b770b5-abba-48cf-b962-a3893ad1051a' ,food,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/b0b770b5-abba-48cf-b962-a3893ad1051a
HS McLellan Preschool - Child Care Centre Kitchen,74 Johnson Avenue  Sault Ste. Marie ON P6C 2V5,07-Mar-2024,Child Care Centre Kitchen,location.href = '/Portal/Facility/Details/39d3d8fc-bf50-4f74-8aef-e20fc04d3d7c' ,food,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/39d3d8fc-bf50-4f74-8aef-e20fc04d3d7c
Hunger Point - Food Take Out,701 Pine St.  Sault Ste Marie ON,04-Apr-2024,Food Take Out,location.href = '/Portal/Facility/Details/d74e1635-27e8-4c3a-a1b0-ff5abdd4acd2' ,food,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/d74e1635-27e8-4c3a-a1b0-ff5abdd4acd2
Huron Lodge - Retirement Home,100 Manitoba Road  Elliot Lake ON P5A 3T1,18-Mar-2024,Retirement Home,location.href = '/Portal/Facility/Details/1118675f-26ef-4427-924e-4a668bb95511' ,food,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/1118675f-26ef-4427-924e-4a668bb95511
Husky / Esso - Restaurant,1275 Trunk Rd  Sault Ste. Marie ON P6A 6X8,31-Jan-2024,Restaurant,location.href = '/Portal/Facility/Details/6a6cac2b-86a5-44d4-b534-d818463cdcdf' ,food,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/6a6cac2b-86a5-44d4-b534-d818463cdcdf
Hutton's Valu-Mart Blind River - Supermarket,105 Causley St  Blind River ON P0R 1B0,18-Oct-2022,Supermarket,location.href = '/Portal/Facility/Details/ccf7b16f-6cd6-4a82-94d2-9d641fd64789' ,food,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/ccf7b16f-6cd6-4a82-94d2-9d641fd64789
Icebreakers Sports Bar and Grill - Restaurant,260 Elizabeth St  Sault Ste. Marie ON P6A 6J3,08-Apr-2024,Restaurant,location.href = '/Portal/Facility/Details/0fa761da-881d-43a5-87fd-40e3dd142f9d' ,food,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/0fa761da-881d-43a5-87fd-40e3dd142f9d
IDA - Market Mall - Convenience / Variety,275 Second Line W  Sault Ste. Marie ON P6C 2J4,05-Apr-2024,Convenience / Variety,location.href = '/Portal/Facility/Details/3a600595-147b-444c-a561-33d381d67844' ,food,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/3a600595-147b-444c-a561-33d381d67844
Ije's Place - Baked Goods - Retail,4 Lake  Huron Drive ON P0R1E0,07-Feb-2024,Baked Goods - Retail,location.href = '/Portal/Facility/Details/11a448e3-474f-4d83-a21c-2b04f4281458' ,food,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/11a448e3-474f-4d83-a21c-2b04f4281458
Indian Mart - Food Warehouse / Depot,153 Great Northern Road  Sault Ste. Marie ON P6B 4Y9,14-Jul-2023,Food Warehouse / Depot,location.href = '/Portal/Facility/Details/180bdd82-2e17-4f13-ace5-4132c752237f' ,food,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/180bdd82-2e17-4f13-ace5-4132c752237f
Indian Palate - Restaurant,410 Pim St  Sault Ste Marie ON P6B 2V1,14-Mar-2024,Restaurant,location.href = '/Portal/Facility/Details/f9228294-ffe0-41ac-852e-30d611bc7ce1' ,food,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/f9228294-ffe0-41ac-852e-30d611bc7ce1
Indigenous Friendship Center Kitchen - Community Kitchen,122 East Street  Sault Ste. Marie ON P6A 3C6,,Community Kitchen,location.href = '/Portal/Facility/Details/44ba205e-b119-4bda-ada6-0ddd83e1ad0f' ,food,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/44ba205e-b119-4bda-ada6-0ddd83e1ad0f
Iris Place - Community Kitchen,22 Broadway Ave  Wawa ON P0S 1K0,05-Feb-2024,Community Kitchen,location.href = '/Portal/Facility/Details/b4d9a2f0-1ce1-4e64-af7b-a3735d30ea40' ,food,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/b4d9a2f0-1ce1-4e64-af7b-a3735d30ea40
Iron Bridge Lions Club Hall - Banquet Hall,10 Clarissa St  Iron Bridge ON P0R 1H0,14-Sep-2023,Banquet Hall,location.href = '/Portal/Facility/Details/fe46f62f-f406-4670-9996-ba99ad3441c6' ,food,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/fe46f62f-f406-4670-9996-ba99ad3441c6
Iron Bridge Recreation Centre Canteen - Food Take Out,1 Chiblow Lake Rd  Iron Bridge ON P0R 1H0,06-Mar-2024,Food Take Out,location.href = '/Portal/Facility/Details/6a84d0a3-6a9d-47e7-9eb9-643c9412e9fd' ,food,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/6a84d0a3-6a9d-47e7-9eb9-643c9412e9fd
Iron Bridge Recreation Centre Kitchen - Restaurant,1 Chiblow Lake Rd  Iron Bridge ON P0R 1H0,06-Mar-2024,Restaurant,location.href = '/Portal/Facility/Details/0e707995-f147-4766-89b5-4eebfab337bc' ,food,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/0e707995-f147-4766-89b5-4eebfab337bc
Iron Horse Inn - Cocktail Bar,24 Woodward Avenue  Blind River ON P0R 1B0,,Cocktail Bar,location.href = '/Portal/Facility/Details/8742d946-50b3-4fc1-b5a5-56338fc7040b' ,food,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/8742d946-50b3-4fc1-b5a5-56338fc7040b
Isabel Fletcher Public School - Elementary School,599 Third Line W  Sault Ste. Marie ON P6A 6K4,20-Feb-2024,Elementary School,location.href = '/Portal/Facility/Details/09d7cdaa-2f67-403e-bb36-1da8954f4d1e' ,food,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/09d7cdaa-2f67-403e-bb36-1da8954f4d1e
Island Flames - Mobile Preparation Premises,2910 Canoe Point Road  Hilton Beach ON P0R1G0,08-Jul-2023,Mobile Preparation Premises,location.href = '/Portal/Facility/Details/be7cff75-983c-407e-a55d-25f59867e522' ,food,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/be7cff75-983c-407e-a55d-25f59867e522
Island Market - Butcher Shop,1192 Richards Street  Richard's Landing ON P0R 1J0,18-Jan-2023,Butcher Shop,location.href = '/Portal/Facility/Details/b336f2cd-ef51-4538-8728-027693626057' ,food,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/b336f2cd-ef51-4538-8728-027693626057
Jack's Chicken and Fish - Mobile Preparation Premises,1177 Great Northern Road Sault Ste. Marie ON P6A 5K7,15-May-2023,Mobile Preparation Premises,location.href = '/Portal/Facility/Details/c04d3724-3e02-4919-b58d-cd248c3c46a7' ,food,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/c04d3724-3e02-4919-b58d-cd248c3c46a7
Jay's Piston Broke - Restaurant,306 Korah Road  Sault Ste. Marie ON P6C 4H1,28-Nov-2023,Restaurant,location.href = '/Portal/Facility/Details/0372b71b-59a5-4ca4-8655-49bcfcea8db0' ,food,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/0372b71b-59a5-4ca4-8655-49bcfcea8db0
Jeannette's Custom Cakes/ Sugar - Bakery - Production,203-765 Queen Street  Sault Ste. Marie,17-Apr-2024,Bakery - Production,location.href = '/Portal/Facility/Details/717e2d0c-483c-4fd7-b5af-2bc7f8895770' ,food,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/717e2d0c-483c-4fd7-b5af-2bc7f8895770
Jenn Bakes Cakes - Bakery - Production,55 Tilley Rd  Sault Ste. Marie ON P6B3Y7,20-Oct-2023,Bakery - Production,location.href = '/Portal/Facility/Details/73d5be16-3bc8-481a-bd01-75198862b8dc' ,food,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/73d5be16-3bc8-481a-bd01-75198862b8dc
Jiggs and Reels - Food Caterer,216 Bay Street  Sault Ste. Marie ON P6A 1W9,08-Dec-2023,Food Caterer,location.href = '/Portal/Facility/Details/75ce51b5-7653-4715-8321-f64a3a95314e' ,food,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/75ce51b5-7653-4715-8321-f64a3a95314e
Jocelyn Township Community Hall SDWS#726658158 - Serving Kitchen,1125 P Line  Jocelyn Township ON P0R 1G0,17-Aug-2023,Serving Kitchen,location.href = '/Portal/Facility/Details/954c8a13-243a-4e19-89bc-d5b81b70d281' ,food,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/954c8a13-243a-4e19-89bc-d5b81b70d281
Joe's No Frills - Supermarket,519 Korah Rd  Sault Ste. Marie ON P6C 4J6,15-Mar-2024,Supermarket,location.href = '/Portal/Facility/Details/4fc4d567-22dd-4cab-82f3-898747471a51' ,food,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/4fc4d567-22dd-4cab-82f3-898747471a51
John Island Camp Kitchen - Serving Kitchen,John Island ON,,Serving Kitchen,location.href = '/Portal/Facility/Details/80c931b8-d89a-4bb0-b575-d90917a4fa3b' ,food,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/80c931b8-d89a-4bb0-b575-d90917a4fa3b
John Rhodes Community Centre Canteen - Pool - Food Take Out,260 Elizabeth St  Sault Ste. Marie ON P6A 3Z4,08-Nov-2023,Food Take Out,location.href = '/Portal/Facility/Details/e6dfae58-8e04-46d4-a782-b991e8e02e04' ,food,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/e6dfae58-8e04-46d4-a782-b991e8e02e04
John Rhodes Community Centre Canteen- Arena - Snack Bar / Refreshment Stand,260 Elizabeth St  Sault Ste. Marie ON P6A 3Z4,16-Mar-2023,Snack Bar / Refreshment Stand,location.href = '/Portal/Facility/Details/43370419-1cf7-4f77-846e-ed30c944e59f' ,food,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/43370419-1cf7-4f77-846e-ed30c944e59f
Johnson Township Community Center Hall - Banquet Hall,1-Cameron Street  Desbarats ON P0R 1E0,11-May-2023,Banquet Hall,location.href = '/Portal/Facility/Details/e628222b-6795-416a-b42b-03c922a052cc' ,food,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/e628222b-6795-416a-b42b-03c922a052cc
Jones ValuMart - Supermarket,183 Main St  Thessalon ON P0R 1L0,13-Dec-2023,Supermarket,location.href = '/Portal/Facility/Details/e686ab4a-dbc6-4648-a806-72d62ac796ec' ,food,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/e686ab4a-dbc6-4648-a806-72d62ac796ec
JR's Pizza - Food Take Out,18 Hawkins St  Blind River ON P0R 1B0,01-May-2024,Food Take Out,location.href = '/Portal/Facility/Details/af726f70-4e58-4a1c-a933-19f8a4a670c5' ,food,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/af726f70-4e58-4a1c-a933-19f8a4a670c5
Judy Moore - Food Caterer,59 Broadway Ave  Wawa ON P0S 1K0,10-Apr-2024,Food Caterer,location.href = '/Portal/Facility/Details/effdcd23-a987-44db-8131-2db23faf45b0' ,food,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/effdcd23-a987-44db-8131-2db23faf45b0
Juicy Jen's - Food Take Out,5-Ash  Blind River ON P0R 1B0,,Food Take Out,location.href = '/Portal/Facility/Details/30049828-b887-4578-ac75-b435f4177a5b' ,food,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/30049828-b887-4578-ac75-b435f4177a5b
Just Like Mom's Bakery - Home Based Food Inspection,3056 Bowker Street  Hilton Beach ON P0R 1G0,14-Dec-2023,Home Based Food Inspection,location.href = '/Portal/Facility/Details/55aa524a-e4d4-4f68-abfa-65bfb7d34060' ,food,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/55aa524a-e4d4-4f68-abfa-65bfb7d34060
Kat's Baking Kits - Baked Goods - Retail,47 Central Ave  Elliot Lake ON P5A 2G2,16-Oct-2023,Baked Goods - Retail,location.href = '/Portal/Facility/Details/9e11c56e-8e1c-44fc-ab2c-b5cfeae58e64' ,food,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/9e11c56e-8e1c-44fc-ab2c-b5cfeae58e64
KAY + NAT - Home Based Food Inspection,464 Henry St  Sault Ste. Marie Ontario P6C 2W6,,Home Based Food Inspection,location.href = '/Portal/Facility/Details/919f002f-1b1b-468f-a20f-ff022613553a' ,food,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/919f002f-1b1b-468f-a20f-ff022613553a
Kentvale Home Hardware SDWS#8260CFBJ9 - Convenience / Variety,712 K Line Rd  Richard's Landing ON P0R 1J0,15-Aug-2023,Convenience / Variety,location.href = '/Portal/Facility/Details/229e2e4e-4451-4312-ab20-34bfc742dff6' ,food,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/229e2e4e-4451-4312-ab20-34bfc742dff6
Key to the Highway Stop - Convenience / Variety,54 Pinewood Dr  Wawa ON P0S 1K0,26-Feb-2024,Convenience / Variety,location.href = '/Portal/Facility/Details/9447ffa3-c47b-4345-a2d2-f26904b9331c' ,food,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/9447ffa3-c47b-4345-a2d2-f26904b9331c
KFC - Restaurant,161 Trunk Rd  Sault Ste. Marie ON P6A 3S5,08-Apr-2024,Restaurant,location.href = '/Portal/Facility/Details/4c81a9e2-d288-4eb8-9c09-57a3c8303047' ,food,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/4c81a9e2-d288-4eb8-9c09-57a3c8303047
KFC/Taco Bell - Restaurant,389 Great Northern Rd  Sault Ste. Marie ON P6B 4S8,19-Mar-2024,Restaurant,location.href = '/Portal/Facility/Details/6709ac7b-be1c-4601-b09c-e42acaea086b' ,food,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/6709ac7b-be1c-4601-b09c-e42acaea086b
Kina Awiiya Secondary Program - Secondary School,241 Albert St W  Sault Ste. Marie ON P6A 7B6,21-Dec-2023,Secondary School,location.href = '/Portal/Facility/Details/f9fda077-9143-4aaf-9215-f403a164599e' ,food,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/f9fda077-9143-4aaf-9215-f403a164599e
Kinniwabi Pines Restaurant - Restaurant,Highway 17 S  Wawa ON P0S 1K0,19-Jun-2023,Restaurant,location.href = '/Portal/Facility/Details/aa93d655-bb1f-4238-9a36-f6904ce2872e' ,food,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/aa93d655-bb1f-4238-9a36-f6904ce2872e
Kiwedin Public School - Elementary School,735 North St  Sault Ste. Marie ON P6B 2C4,23-Feb-2024,Elementary School,location.href = '/Portal/Facility/Details/95e25929-aeaa-470d-b4dc-1ecf9ddc02b6' ,food,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/95e25929-aeaa-470d-b4dc-1ecf9ddc02b6
KOA Kampground Store - Convenience / Variety,501 Fifth Line E  Sault Ste. Marie ON P6A 6K8,18-Sep-2023,Convenience / Variety,location.href = '/Portal/Facility/Details/a7202d75-19e7-40f8-ab73-a4991005964c' ,food,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/a7202d75-19e7-40f8-ab73-a4991005964c
Korah Collegiate and Vocational School - Secondary School,636 Goulais Avenue  SSM ON P6C 5A7,22-Sep-2023,Secondary School,location.href = '/Portal/Facility/Details/dd7b7695-e847-480b-b193-7d7a6951c7b2' ,food,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/dd7b7695-e847-480b-b193-7d7a6951c7b2
Kosmos Pizza - Bruce Mines - Restaurant,9181 Highway 17 E  Bruce Mines ON P0R 1C0,20-Mar-2024,Restaurant,location.href = '/Portal/Facility/Details/b1ce2ad9-3094-4467-a225-c360ef2b4aef' ,food,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/b1ce2ad9-3094-4467-a225-c360ef2b4aef
Kosmos Pizza - Food Take Out,160 Main St  Thessalon ON P0R1L0,10-Apr-2024,Food Take Out,location.href = '/Portal/Facility/Details/15fe1e79-72e7-48db-9ddd-fe08eefd2662' ,food,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/15fe1e79-72e7-48db-9ddd-fe08eefd2662
Krazy Ernie's - Food Take Out,256 McNabb St  Sault Ste. Marie ON P6B 1Y6,19-Oct-2023,Food Take Out,location.href = '/Portal/Facility/Details/e9f183ba-c659-4654-abf7-e046cbed177d' ,food,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/e9f183ba-c659-4654-abf7-e046cbed177d
KRAZY FRIES - Mobile Preparation Premises,135B-Mission Rd  Wawa ON P0S 1K0,22-Jun-2023,Mobile Preparation Premises,location.href = '/Portal/Facility/Details/d5bb3e2b-9d91-4876-b3ca-14411e3b0303' ,food,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/d5bb3e2b-9d91-4876-b3ca-14411e3b0303
Krooked Korner Store - Food Take Out,713 Hwy 552 West  Goulais River ON P0S 1E0,01-Feb-2024,Food Take Out,location.href = '/Portal/Facility/Details/2a1d626e-f79c-40f5-a369-f4daf3421ddb' ,food,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/2a1d626e-f79c-40f5-a369-f4daf3421ddb
Kynoch Community Hall - Banquet Hall,69 Highway 554  Iron Bridge ON P0R 1H0,15-Aug-2023,Banquet Hall,location.href = '/Portal/Facility/Details/a28f8178-b7b6-488e-b35e-dffb53baaa30' ,food,,,,,,,,,,,http://disclosure.algomapublichealth.com/Portal/Facility/Details/a28f8178-b7b6-488e-b35e-dffb53baaa30
