Facility Name,Site Address,Facility Type,Last Inspection Date,url_entity_partial,category,Type,Offense,Outcome,Offense Date,Comment,Resolved Date,url_entity_full
2 Waves Beauty Bar,106-1349 Grand Marais Rd W Windsor ON N9E 1E2,Aesthetics/Nail Salon,12-Feb-2024,location.href = '/disclosure/Facility/Details/51a6660b-f297-48aa-a7a6-f1af8da70819' ,Personal Services & Child Care,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/51a6660b-f297-48aa-a7a6-f1af8da70819
2024 Hair Studio,2024 Ottawa St Windsor ON N8Y 1R6,Barber Shop/Hair Salon,29-Aug-2023,location.href = '/disclosure/Facility/Details/b6de8704-3a9b-462b-bd1f-5876d5430123' ,Personal Services & Child Care,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/b6de8704-3a9b-462b-bd1f-5876d5430123
3D Cuts Barber Shop,1950 Tecumseh Road West Windsor ON N9B 3S5,Barber Shop/Hair Salon,26-Oct-2023,location.href = '/disclosure/Facility/Details/552bd568-fee3-4756-a3a3-f236dcef7889' ,Personal Services & Child Care,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/552bd568-fee3-4756-a3a3-f236dcef7889
876 Barber Shop,57 Talbot St E Leamington ON,Barber Shop/Hair Salon,31-May-2023,location.href = '/disclosure/Facility/Details/8e39560a-2015-41cd-9a11-6f6d6eba2375' ,Personal Services & Child Care,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/8e39560a-2015-41cd-9a11-6f6d6eba2375
A Place to Grow,1213 EC Row Ave E Windsor ON N8W 1Y6,Child Care Setting,08-Feb-2024,location.href = '/disclosure/Facility/Details/6d281a42-0a5b-4e11-a721-a23ba15ec684' ,Personal Services & Child Care,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/6d281a42-0a5b-4e11-a721-a23ba15ec684
A Place to Grow,775 Capitol St Windsor ON N8X 5E3,Child Care Setting,17-Jan-2024,location.href = '/disclosure/Facility/Details/63d261f7-85f4-4794-a0a0-5c141e9bcae7' ,Personal Services & Child Care,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/63d261f7-85f4-4794-a0a0-5c141e9bcae7
A Place to Grow,816 Ellis St E Windsor ON N8X 2H7,Child Care Setting,29-Apr-2024,location.href = '/disclosure/Facility/Details/6e1d709b-17f3-4cce-b31a-dcb880e6b3b3' ,Personal Services & Child Care,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/6e1d709b-17f3-4cce-b31a-dcb880e6b3b3
A Place to Grow - Before/After School Program,816 Ellis St E Windsor ON N8X 2H7,Child Care Setting,09-Nov-2023,location.href = '/disclosure/Facility/Details/e99f3358-5219-4081-a9ff-84b7347c3f30' ,Personal Services & Child Care,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/e99f3358-5219-4081-a9ff-84b7347c3f30
A Place to Grow - Latchkey,1213 EC Row Ave E Windsor ON N8W 1Y6,Child Care Setting,08-Feb-2024,location.href = '/disclosure/Facility/Details/77fcd86b-8c4b-4989-8623-e9d1e417fd5d' ,Personal Services & Child Care,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/77fcd86b-8c4b-4989-8623-e9d1e417fd5d
A Touch of Class,3561 Seminole St Windsor ON N8Y 1Y3,Barber Shop/Hair Salon,07-Dec-2023,location.href = '/disclosure/Facility/Details/4f14645e-1538-4be5-821c-ec8af74ad3bc' ,Personal Services & Child Care,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/4f14645e-1538-4be5-821c-ec8af74ad3bc
ABC Day Nursery,4540 Somme Ave Windsor ON N8W 1V5,Child Care Setting,23-Apr-2024,location.href = '/disclosure/Facility/Details/3700e449-2991-4468-ab8a-d7129211dc1b' ,Personal Services & Child Care,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/3700e449-2991-4468-ab8a-d7129211dc1b
ABC Day Nursery,2495 Arthur Rd Windsor ON N8W 4V8,Child Care Setting,23-Apr-2024,location.href = '/disclosure/Facility/Details/5591f0fe-3538-419d-9865-9b21e08757eb' ,Personal Services & Child Care,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/5591f0fe-3538-419d-9865-9b21e08757eb
ABC Day Nursery,1225 Lauzon Rd Windsor ON N8S 3N1,Child Care Setting,23-Feb-2024,location.href = '/disclosure/Facility/Details/f44b4194-8669-44a3-a365-5becc4c42cec' ,Personal Services & Child Care,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/f44b4194-8669-44a3-a365-5becc4c42cec
ABC Day Nursery,2605 Jefferson Blvd Windsor ON N8T 3E7,Child Care Setting,15-Mar-2024,location.href = '/disclosure/Facility/Details/3b449257-8ea6-42bd-9a5b-44cf038087e9' ,Personal Services & Child Care,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/3b449257-8ea6-42bd-9a5b-44cf038087e9
ABC Day Nursery,888 Hanna St E Windsor ON N8X 2N9,Child Care Setting,29-Apr-2024,location.href = '/disclosure/Facility/Details/89a18f25-c1d9-48af-8278-4ad6d68052e2' ,Personal Services & Child Care,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/89a18f25-c1d9-48af-8278-4ad6d68052e2
ABC Day Nursery - Before/After School Program,888 Hanna St E Windsor ON N8X 2N9,Child Care Setting,29-Apr-2024,location.href = '/disclosure/Facility/Details/102a836d-4ad6-4883-9210-9406377abc2d' ,Personal Services & Child Care,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/102a836d-4ad6-4883-9210-9406377abc2d
ABC Day Nursery of Windsor,500-3335 Banwell Rd Windsor ON N8N 0B4,Child Care Setting,12-Feb-2024,location.href = '/disclosure/Facility/Details/bb2282a8-7c02-4432-8c38-1f5754a06cb3' ,Personal Services & Child Care,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/bb2282a8-7c02-4432-8c38-1f5754a06cb3
ACA Tattoo,2-2530 Dougall Ave Windsor ON N8X 1T6,Tattoo/Micro-Pigmentation,07-Mar-2024,location.href = '/disclosure/Facility/Details/63f6f8ec-579b-44f8-a6a8-90c4b038c68c' ,Personal Services & Child Care,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/63f6f8ec-579b-44f8-a6a8-90c4b038c68c
Academie Ste. Cecile Child Enrichment Centre,925 Cousineau Rd Windsor ON N9G 1V8,Child Care Setting,23-Oct-2023,location.href = '/disclosure/Facility/Details/f1fc3000-bd9c-4098-bffb-ca91eff7dca7' ,Personal Services & Child Care,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/f1fc3000-bd9c-4098-bffb-ca91eff7dca7
Adie Knox After School Program,1551 Wyandotte St W Windsor ON N9B 1H6,Child Care Setting,23-Nov-2023,location.href = '/disclosure/Facility/Details/431e21ed-dd61-4f13-8d2d-cd061e6c57d9' ,Personal Services & Child Care,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/431e21ed-dd61-4f13-8d2d-cd061e6c57d9
Advance Tattoo and Body Piercing,240-300 Ouellette Ave Windsor ON N9A 7B4,Tattoo/Micro-Pigmentation,26-Feb-2024,location.href = '/disclosure/Facility/Details/ef8def4f-fb25-424d-9f53-6d354f26ab7d' ,Personal Services & Child Care,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/ef8def4f-fb25-424d-9f53-6d354f26ab7d
Aesthetics & Micro Blading By Rita,125-201 West Grand Blvd Windsor ON N9E 3W7,Tattoo/Micro-Pigmentation,17-Jan-2024,location.href = '/disclosure/Facility/Details/ea8438ad-d7f9-41bf-9765-c15b2e6c8602' ,Personal Services & Child Care,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/ea8438ad-d7f9-41bf-9765-c15b2e6c8602
Age Care Royal Oak,1750 Division Rd N Kingsville ON N9V 4G7,Barber Shop/Hair Salon,29-Nov-2023,location.href = '/disclosure/Facility/Details/e61d3184-168c-40b0-af11-4aac68e18531' ,Personal Services & Child Care,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/e61d3184-168c-40b0-af11-4aac68e18531
Ageless Beauty Day Spa,322 Laporte Ave Windsor ON,Aesthetics/Nail Salon,20-Dec-2023,location.href = '/disclosure/Facility/Details/d82e6344-40cb-4e48-81ba-df943a3e8fa8' ,Personal Services & Child Care,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/d82e6344-40cb-4e48-81ba-df943a3e8fa8
Akram Barber Shop,405 Tecumseh Rd W Windsor ON N8X 1G6,Barber Shop/Hair Salon,24-Jan-2024,location.href = '/disclosure/Facility/Details/d889a58e-ab0d-4729-84d5-b0c9552a30e4' ,Personal Services & Child Care,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/d889a58e-ab0d-4729-84d5-b0c9552a30e4
Al Hijra School & Mosque,5100 Howard Ave Windsor ON N9A 6Z6,Child Care Setting,17-Apr-2024,location.href = '/disclosure/Facility/Details/cd7e0151-0f1e-4c44-9dc0-b7f862dfacbc' ,Personal Services & Child Care,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/cd7e0151-0f1e-4c44-9dc0-b7f862dfacbc
Alba Medical Esthetics,2535 Lesperance Rd Tecumseh ON N8N 2X1,Electrolysis,22-Sep-2023,location.href = '/disclosure/Facility/Details/59985215-b9c0-489e-b9cf-01c37dce2278' ,Personal Services & Child Care,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/59985215-b9c0-489e-b9cf-01c37dce2278
Alex Barber Shop,661 Erie St E Windsor ON N9A 3Y1,Barber Shop/Hair Salon,13-Feb-2023,location.href = '/disclosure/Facility/Details/e5a117bc-2127-4d44-a3af-fa4d30ac89db' ,Personal Services & Child Care,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/e5a117bc-2127-4d44-a3af-fa4d30ac89db
Alexander Daycare Centre,197 Auburn Ave Belle River ON N0R 1A0,Child Care Setting,11-Mar-2024,location.href = '/disclosure/Facility/Details/129e322f-cb8d-4854-82bd-488e03dce33a' ,Personal Services & Child Care,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/129e322f-cb8d-4854-82bd-488e03dce33a
Alexander's Day Care,3990 Wildwood Dr Windsor ON N8R 0A1,Child Care Setting,12-Feb-2024,location.href = '/disclosure/Facility/Details/76441770-7c2e-43d6-919e-21df00b021ab' ,Personal Services & Child Care,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/76441770-7c2e-43d6-919e-21df00b021ab
Alexandra's Barber Cuts,2628 Tecumseh Rd E Windsor ON N8W 1G2,Barber Shop/Hair Salon,11-Apr-2024,location.href = '/disclosure/Facility/Details/ae66172d-b9aa-4182-abc7-e1127943c6be' ,Personal Services & Child Care,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/ae66172d-b9aa-4182-abc7-e1127943c6be
Alexx Barber Shop,711 Wyandotte St E Windsor ON N9A 3J5,Barber Shop/Hair Salon,02-Nov-2023,location.href = '/disclosure/Facility/Details/265fab7b-55ec-41a0-8e00-043a6a5d66b4' ,Personal Services & Child Care,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/265fab7b-55ec-41a0-8e00-043a6a5d66b4
Alice Nails,17 Division St S Kingsville ON N9Y 1P1,Aesthetics/Nail Salon,22-Feb-2024,location.href = '/disclosure/Facility/Details/8a39a31a-5399-4820-b944-2e88e7e196a7' ,Personal Services & Child Care,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/8a39a31a-5399-4820-b944-2e88e7e196a7
Alicja's Electrolysis,3873 Dougall Ave Windsor ON N9G 1X3,Beauty Salon,07-Dec-2023,location.href = '/disclosure/Facility/Details/7f8961d1-34a3-4eed-9961-e189534951f2' ,Personal Services & Child Care,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/7f8961d1-34a3-4eed-9961-e189534951f2
Allure Beauty Bar,3133 Forest Glade Dr Windsor ON N8R 1W6,Beauty Salon,05-Dec-2023,location.href = '/disclosure/Facility/Details/4a97d495-a42b-44b8-8734-a1d00646f85d' ,Personal Services & Child Care,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/4a97d495-a42b-44b8-8734-a1d00646f85d
Alssafir,712 Wyandotte St E Windsor ON N9A 3J4,Barber Shop/Hair Salon,14-Nov-2023,location.href = '/disclosure/Facility/Details/c0eb7729-d0b7-4346-a7fd-83d4e782fcfd' ,Personal Services & Child Care,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/c0eb7729-d0b7-4346-a7fd-83d4e782fcfd
Ambassador Tattoo Company,1-1652 Tecumseh St E Windsor ON N8W 1C5,Tattoo/Micro-Pigmentation,26-Apr-2024,location.href = '/disclosure/Facility/Details/6eb5fec3-9572-48d5-8ff6-8d451a4f3396' ,Personal Services & Child Care,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/6eb5fec3-9572-48d5-8ff6-8d451a4f3396
Ambiance Hair Design,252 Dalhousie St Amherstburg ON N9V 1W8,Barber Shop/Hair Salon,26-Jan-2024,location.href = '/disclosure/Facility/Details/f2c7edd0-f3ce-46e8-a84a-d6c4d2bb93e6' ,Personal Services & Child Care,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/f2c7edd0-f3ce-46e8-a84a-d6c4d2bb93e6
Amy's Nails,634 Notre Dame St Belle River ON N0R 1A0,Aesthetics/Nail Salon,06-Sep-2023,location.href = '/disclosure/Facility/Details/a36fd420-b312-4bf9-8dd0-598e165f237f' ,Personal Services & Child Care,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/a36fd420-b312-4bf9-8dd0-598e165f237f
Anderdon Public School - Latchkey,3170 Middle Side Rd Amherstburg ON N9V 2Y9,Child Care Setting,25-Jan-2024,location.href = '/disclosure/Facility/Details/47f0636f-8bc8-4d8e-8dbc-67e1b1f2e236' ,Personal Services & Child Care,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/47f0636f-8bc8-4d8e-8dbc-67e1b1f2e236
Angel Feather Laser by Salwa,1077 Chateau Ave Windsor ON N8P 0J2,Beauty Salon,,location.href = '/disclosure/Facility/Details/c06cfc69-8522-404b-bcf7-d5d0e7618f57' ,Personal Services & Child Care,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/c06cfc69-8522-404b-bcf7-d5d0e7618f57
Anjolie,22 Talbot St W Leamington ON N8H 1M4,Barber Shop/Hair Salon,12-May-2023,location.href = '/disclosure/Facility/Details/fa040749-b6fd-40ba-9805-086c98d9dab4' ,Personal Services & Child Care,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/fa040749-b6fd-40ba-9805-086c98d9dab4
Anna Nails,321 Tecumseh Rd E Windsor ON N8X 2R5,Aesthetics/Nail Salon,26-Feb-2024,location.href = '/disclosure/Facility/Details/61a88098-f1e9-4075-92c5-c772a4d2357a' ,Personal Services & Child Care,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/61a88098-f1e9-4075-92c5-c772a4d2357a
Anni Threading & Spa,101-7755 Tecumseh Rd E Windsor ON N8T 1G3,Aesthetics/Nail Salon,24-Jan-2024,location.href = '/disclosure/Facility/Details/6e9315a2-19a0-4035-8147-c834f99079a6' ,Personal Services & Child Care,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/6e9315a2-19a0-4035-8147-c834f99079a6
An's Super Cuts,561 Wyandotte St W Windsor ON N9A 5H5,Barber Shop/Hair Salon,31-Jan-2024,location.href = '/disclosure/Facility/Details/07e0addd-df89-4b94-b442-ab11449c36a8' ,Personal Services & Child Care,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/07e0addd-df89-4b94-b442-ab11449c36a8
Antoine Greige Salon,670 Goyeau St Windsor ON N9A 1H4,Barber Shop/Hair Salon,03-Nov-2023,location.href = '/disclosure/Facility/Details/6c4ea70b-327f-4558-a829-99a5cb70ea77' ,Personal Services & Child Care,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/6c4ea70b-327f-4558-a829-99a5cb70ea77
Artist Barber Shop,1384 Ottawa St Windsor ON N8X 2E8,Barber Shop/Hair Salon,19-Jan-2023,location.href = '/disclosure/Facility/Details/3eb9e891-0f36-4fbb-b7c9-3183170bc0b6' ,Personal Services & Child Care,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/3eb9e891-0f36-4fbb-b7c9-3183170bc0b6
Artistic Nails,7-3041 Dougall Ave Windsor ON N9E 1S3,Aesthetics/Nail Salon,11-Jan-2024,location.href = '/disclosure/Facility/Details/7447763b-0783-46f7-bb58-4a865c066efe' ,Personal Services & Child Care,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/7447763b-0783-46f7-bb58-4a865c066efe
Artistica Specialty Hair Salon,2-473 Notre Dame St Belle River ON N0R 1A0,Barber Shop/Hair Salon,,location.href = '/disclosure/Facility/Details/ef5381f8-dde0-4455-bfd6-c8a3f834093f' ,Personal Services & Child Care,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/ef5381f8-dde0-4455-bfd6-c8a3f834093f
Arturo Esthetics,217 Sandwich St S Amherstburg ON N9V 1Z9,Aesthetics/Nail Salon,03-Mar-2023,location.href = '/disclosure/Facility/Details/ec0cfbd7-6b16-4d0d-a674-bec5730177fb' ,Personal Services & Child Care,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/ec0cfbd7-6b16-4d0d-a674-bec5730177fb
Aspire Laser Hair & Skin Treatments,208-3200 Deziel Dr Windsor ON N8W 5K8,Beauty Salon,28-Nov-2023,location.href = '/disclosure/Facility/Details/5ed46b6c-070e-466b-b0c2-252733678c76' ,Personal Services & Child Care,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/5ed46b6c-070e-466b-b0c2-252733678c76
Audrey's Clubhouse - Latchkey,259 Sherk St Leamington ON N8H 3K8,Child Care Setting,04-Apr-2023,location.href = '/disclosure/Facility/Details/6a6fd0df-7542-416d-9b69-d2c76803d59b' ,Personal Services & Child Care,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/6a6fd0df-7542-416d-9b69-d2c76803d59b
Audrey's Clubhouse Latchkey & Early Learning Centre,176 Talbot St E Leamington ON N8H 1M2,Child Care Setting,25-Mar-2024,location.href = '/disclosure/Facility/Details/b9b2a95f-fa36-4e34-9bec-18b74ba165c2' ,Personal Services & Child Care,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/b9b2a95f-fa36-4e34-9bec-18b74ba165c2
Audrey's Clubhouse Latchkey & Early Learning Centre,6420 Taylor Ave Comber ON N0P 1J0,Child Care Setting,07-Dec-2023,location.href = '/disclosure/Facility/Details/5470507d-7e1b-4e8a-986a-e0d47812f584' ,Personal Services & Child Care,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/5470507d-7e1b-4e8a-986a-e0d47812f584
Augustine Villas,54 Spruce St N Kingsville ON N9Y 3J1,Barber Shop/Hair Salon,20-Mar-2023,location.href = '/disclosure/Facility/Details/c8d24ecc-9bc2-43bb-82fb-d6d20f5031bb' ,Personal Services & Child Care,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/c8d24ecc-9bc2-43bb-82fb-d6d20f5031bb
Avi's Beauty Studio,1-556 Notre Dame St Belle River ON N0R 1A0,Beauty Salon,31-Jan-2024,location.href = '/disclosure/Facility/Details/96e1e154-ca72-4272-9648-467b823f58b2' ,Personal Services & Child Care,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/96e1e154-ca72-4272-9648-467b823f58b2
Awaken Hair Skin Studio,70-3850 Dougal Ave Windsor ON N9G 1X2,Barber Shop/Hair Salon,21-Dec-2023,location.href = '/disclosure/Facility/Details/1bfefb6b-5aa2-44f1-b2d3-889fcb4f04e4' ,Personal Services & Child Care,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/1bfefb6b-5aa2-44f1-b2d3-889fcb4f04e4
B Beauty Inc.,23 Sandwich St S Amherstburg ON N9V 1Z5,Tattoo/Micro-Pigmentation,25-Apr-2024,location.href = '/disclosure/Facility/Details/ea04096b-8715-484e-8560-1e0db53472cb' ,Personal Services & Child Care,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/ea04096b-8715-484e-8560-1e0db53472cb
B Squared Hair Studio,4-23 Amy Croft Dr Tecumseh ON N9K 1C7,Barber Shop/Hair Salon,16-Jan-2024,location.href = '/disclosure/Facility/Details/6804daa9-212f-44a1-a32a-3a7c7a7976c5' ,Personal Services & Child Care,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/6804daa9-212f-44a1-a32a-3a7c7a7976c5
B Studio Microblading,3100 Howard Ave Windsor ON N8X 3Y8,Tattoo/Micro-Pigmentation,18-Jan-2024,location.href = '/disclosure/Facility/Details/b18c0d9c-5fdd-40e5-94a4-be1c40daa7cc' ,Personal Services & Child Care,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/b18c0d9c-5fdd-40e5-94a4-be1c40daa7cc
B.A.R.E,9 Amy Croft Drive Tecumseh ON N8N 2L9,Aesthetics/Nail Salon,13-Feb-2024,location.href = '/disclosure/Facility/Details/d5b33540-e0fd-4103-91d6-588f098acea0' ,Personal Services & Child Care,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/d5b33540-e0fd-4103-91d6-588f098acea0
Babylon Barber Shop,911 Wyandotte St E Windsor ON N9A 3K1,Barber Shop/Hair Salon,13-Nov-2023,location.href = '/disclosure/Facility/Details/b6199c9b-6f6c-4997-a8c1-8237e3ddc8a5' ,Personal Services & Child Care,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/b6199c9b-6f6c-4997-a8c1-8237e3ddc8a5
Bali Hair Studio,925 Erie St E Windsor ON N9A 3Y9,Barber Shop/Hair Salon,15-Nov-2023,location.href = '/disclosure/Facility/Details/66fde07a-4a3f-429b-bd2a-076e7d6648cc' ,Personal Services & Child Care,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/66fde07a-4a3f-429b-bd2a-076e7d6648cc
Banwell Gardens,3000 Banwell Rd Windsor ON N8N 2M4,Barber Shop/Hair Salon,08-Feb-2024,location.href = '/disclosure/Facility/Details/d823e7b7-a3d2-4224-8de7-74e770d0fbad' ,Personal Services & Child Care,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/d823e7b7-a3d2-4224-8de7-74e770d0fbad
Bassam Barber Shop,1008 Wyandotte St E Windsor ON N9A 3K2,Barber Shop/Hair Salon,28-Feb-2024,location.href = '/disclosure/Facility/Details/2591c3cd-9c60-4dc4-afe1-0777693a55cf' ,Personal Services & Child Care,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/2591c3cd-9c60-4dc4-afe1-0777693a55cf
BDazzled,121 Oak St W Leamington ON N8H 2B8,Aesthetics/Nail Salon,10-Jan-2024,location.href = '/disclosure/Facility/Details/0c532591-e286-4828-aeb8-b9a0b266dc8b' ,Personal Services & Child Care,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/0c532591-e286-4828-aeb8-b9a0b266dc8b
Beautiful Images,1040 Erie St E Windsor ON N9A 3Y9,Barber Shop/Hair Salon,15-Nov-2023,location.href = '/disclosure/Facility/Details/02de470b-26eb-450c-841d-ab04b441b88a' ,Personal Services & Child Care,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/02de470b-26eb-450c-841d-ab04b441b88a
Beauty Addiction,14 Queen St. Harrow ON N0R 1 G0,Beauty Salon,22-Feb-2023,location.href = '/disclosure/Facility/Details/99361d61-833b-4b78-9937-3eb225510754' ,Personal Services & Child Care,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/99361d61-833b-4b78-9937-3eb225510754
Beauty and Laser,511 Gauthier Dr Tecumseh ON N8N 3K8,Beauty Salon,20-Jun-2023,location.href = '/disclosure/Facility/Details/822ac895-becf-4da1-8f72-2382354489e3' ,Personal Services & Child Care,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/822ac895-becf-4da1-8f72-2382354489e3
Beauty Bar Barber Shop & Tattoo,251 Erie St S Leamington ON N8H 3C3,Beauty Salon,05-Dec-2023,location.href = '/disclosure/Facility/Details/22cb3eef-05df-482d-800d-1b7f6ce5161a' ,Personal Services & Child Care,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/22cb3eef-05df-482d-800d-1b7f6ce5161a
Beauty By Bretton,105-79 Murray St Amherstburg ON N9V 1H8,Beauty Salon,09-Jan-2024,location.href = '/disclosure/Facility/Details/a6f33314-1cfc-40af-8806-a367dca9b4db' ,Personal Services & Child Care,,,,,,,https://disclosure55.wechu.org/disclosure/Facility/Details/a6f33314-1cfc-40af-8806-a367dca9b4db
