Facility Name,Site Address,Facility Type,Last Inspection Date,url_entity_partial,category,Services Inspected,Type,Offense,Outcome,Offense Date,Comment,Resolved Date,url_entity_full
Mountain View Fishing and Hunting Lodge,2392 Nepewassi Lake Rd  Markstay ON P0M 2G0,,08-Sep-2022,location.href = '/Facility/Details/835e711b-28e6-41f5-a534-354a820bb3e9' ,Drinking Water,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/835e711b-28e6-41f5-a534-354a820bb3e9
Mountain View Resort (2140969 Ontario Ltd.),187 Nighsiwander Rd  Mindemoya ON P0P 1S0,,13-Jul-2020,location.href = '/Facility/Details/fc067c68-9d4b-4366-a9d7-d68bddce4d34' ,Drinking Water,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/fc067c68-9d4b-4366-a9d7-d68bddce4d34
Musky Bay Park,1887 Musky Bay Rd  St. Charles ON P0M 2W0,,14-Jun-2021,location.href = '/Facility/Details/43ea6c54-12ca-48fe-a7c4-cb264684f6ba' ,Drinking Water,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/43ea6c54-12ca-48fe-a7c4-cb264684f6ba
Nemegosenda Lake Lodge/Air Ivanhoe,120 Ivanhoe Lake Rd  Foleyet ON P0M 1T0,,,location.href = '/Facility/Details/fdab3ec9-5b62-4cb2-8273-1cb7a211a396' ,Drinking Water,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/fdab3ec9-5b62-4cb2-8273-1cb7a211a396
Neser Investments Limited-Pizza Hut/KFC Express-Miss Muggins Coffee n' Donuts,418 Hwy 129  Chapleau ON P0M 1K0,,28-Jun-2021,location.href = '/Facility/Details/220ef0fc-71b1-417a-8cfa-9ffdd39d541e' ,Drinking Water,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/220ef0fc-71b1-417a-8cfa-9ffdd39d541e
Noelville Community Centre - Well #1,21 St Christophe St  Noelville ON P0M 2N0,,01-Nov-2022,location.href = '/Facility/Details/9e85d7d7-d137-43ad-be0f-ba3b08ccef3a' ,Drinking Water,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/9e85d7d7-d137-43ad-be0f-ba3b08ccef3a
Noelville Community Centre - Well #2,21 St Christophe St  Noelville ON P0M 2N0,,01-Nov-2022,location.href = '/Facility/Details/ca8315a7-2605-45ab-bc8d-b8da30d9ddd0' ,Drinking Water,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/ca8315a7-2605-45ab-bc8d-b8da30d9ddd0
Noelville CO-OP Foodland,10 Notre Dame Ave W  Noëlville ON P0M 2N0,,07-Dec-2022,location.href = '/Facility/Details/c2154e69-3176-4155-b62f-3489c4c798c1' ,Drinking Water,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/c2154e69-3176-4155-b62f-3489c4c798c1
Noelville Family Resort,489 Prevost Road  Noelville ON P0M 2N0,,12-Jul-2023,location.href = '/Facility/Details/804f3a7e-e0fb-459e-b5f5-141d6c403b38' ,Drinking Water,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/804f3a7e-e0fb-459e-b5f5-141d6c403b38
Noelville Library/Fire Hall,7 Vercheres Rd  Noelville ON P0M 2N0,,08-Nov-2023,location.href = '/Facility/Details/ebf2f2bc-f836-4d45-95a2-45eecbb9a264' ,Drinking Water,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/ebf2f2bc-f836-4d45-95a2-45eecbb9a264
Noelville Restaurant,8 St David Street  Noelville ON P0M 2N0,,16-Nov-2020,location.href = '/Facility/Details/e6f493a3-95ec-46d1-af49-0927794b6082' ,Drinking Water,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/e6f493a3-95ec-46d1-af49-0927794b6082
NORCAT Underground Centre,Strathcona Mine Road  Onaping ON P0M 2R0,,18-Oct-2021,location.href = '/Facility/Details/9948173d-ec99-4206-93d4-f58173a80181' ,Drinking Water,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/9948173d-ec99-4206-93d4-f58173a80181
Norm's Tent and Trailer Park,1125B Lakeshore Rd  Kagawong ON P0P 1J0,,26-Aug-2021,location.href = '/Facility/Details/0dff3583-58e5-4357-bb5a-a4e8dc26d116' ,Drinking Water,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/0dff3583-58e5-4357-bb5a-a4e8dc26d116
Northland Lodge and Trailer Park,174 Northland Rd  St. Charles ON P0M 2W0,,14-Jun-2021,location.href = '/Facility/Details/71f3f0c5-f77c-4778-adfc-30d7472f8c08' ,Drinking Water,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/71f3f0c5-f77c-4778-adfc-30d7472f8c08
Oakes Cottages and Trailer Park,732 Monument Rd  Spring Bay ON P0P 2B0,,15-Dec-2023,location.href = '/Facility/Details/6533ab9d-d89a-4db6-a66d-acb3f76d3082' ,Drinking Water,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/6533ab9d-d89a-4db6-a66d-acb3f76d3082
Old Mill Campground,Hwy 101 E  45 Km East Of Foleyet Sewell Township ON P0M 1T0,,05-Sep-2023,location.href = '/Facility/Details/88a801e3-a1c5-46fb-8c53-f06d112546d9' ,Drinking Water,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/88a801e3-a1c5-46fb-8c53-f06d112546d9
On the Bay Bed & Breakfast,12 Mutchmore St  Providence Bay ON P0P 1T0,,24-Aug-2021,location.href = '/Facility/Details/457ffcce-f749-4282-a4ed-8a9044653563' ,Drinking Water,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/457ffcce-f749-4282-a4ed-8a9044653563
Onaping Golf & Beach Club,725 Lochhead Drive  Onaping ON P0M 2R0,,16-Jun-2021,location.href = '/Facility/Details/11f16009-c691-4dc5-aba9-2814048859ac' ,Drinking Water,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/11f16009-c691-4dc5-aba9-2814048859ac
Paroisse Notre-Dame du Lourdes,20 Delamere Rd  Alban ON P0M 1A0,,27-Apr-2023,location.href = '/Facility/Details/3d0efcce-feb8-4a24-82d7-cda784b100ae' ,Drinking Water,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/3d0efcce-feb8-4a24-82d7-cda784b100ae
Paroisse St. David/Club des retraites de la riviere des francais,8 Notre Dame St E  Noelville ON P0M 2N0,,24-Mar-2023,location.href = '/Facility/Details/8b87774c-4fe5-4352-8e1a-24809c6cf95e' ,Drinking Water,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/8b87774c-4fe5-4352-8e1a-24809c6cf95e
Peace Café,5263 Hwy 551  Providence Bay ON P0P 1T0,,08-Jul-2020,location.href = '/Facility/Details/3ebbf9d7-8e6e-47cb-8ca9-4694c7ecbff4' ,Drinking Water,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/3ebbf9d7-8e6e-47cb-8ca9-4694c7ecbff4
Pellow's Cottages,48 Golf Course Rd  Chapleau ON P0M 1K0,,11-Jul-2023,location.href = '/Facility/Details/d6c53435-505a-4de7-9277-788e16a00c81' ,Drinking Water,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/d6c53435-505a-4de7-9277-788e16a00c81
Penage Road Community Centre,968 Penage Rd  Whitefish ON P0M 3E0,,01-Sep-2023,location.href = '/Facility/Details/0a760da8-d01e-4e76-a0cb-657ed9913866' ,Drinking Water,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/0a760da8-d01e-4e76-a0cb-657ed9913866
Pine Grove Golf Club,6131 Estaire Rd  Sudbury ON P3E 4N1,,03-Oct-2022,location.href = '/Facility/Details/c4fdefe6-b715-4bce-b164-b3af33dc2e36' ,Drinking Water,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/c4fdefe6-b715-4bce-b164-b3af33dc2e36
Pine Grove Plaza,3 Main St  Cartier ON P0M 1J0,,09-Jun-2021,location.href = '/Facility/Details/cbf3ab2c-4f88-428c-b08c-69085cbcc2bd' ,Drinking Water,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/cbf3ab2c-4f88-428c-b08c-69085cbcc2bd
Pine Rock,175 Northland Road  St. Charles ON P0M 2W0,,13-Jul-2022,location.href = '/Facility/Details/67919cb4-292c-41db-a2a4-01c264933ad8' ,Drinking Water,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/67919cb4-292c-41db-a2a4-01c264933ad8
Pirates Cove Cottages & Brookwood Brae Golf Course,359 Ketchankookem Trail  Mindemoya ON P0P 1S0,,21-Jul-2021,location.href = '/Facility/Details/bcd47839-54e4-470d-9666-88cf417647f3' ,Drinking Water,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/bcd47839-54e4-470d-9666-88cf417647f3
Portage Resort,10 Portage Rd  Mckerrow ON P0P 1M0,,15-Sep-2023,location.href = '/Facility/Details/fc8bde40-0cad-4fc4-b37f-6c8b3d1f85be' ,Drinking Water,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/fc8bde40-0cad-4fc4-b37f-6c8b3d1f85be
Presqu'ile Cottages,1203 Hwy 64  Alban ON P0M 1A0,,11-Sep-2023,location.href = '/Facility/Details/eb7c4bac-9a78-4f89-874b-7a1b55a7a209' ,Drinking Water,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/eb7c4bac-9a78-4f89-874b-7a1b55a7a209
Providence Bay Arena,5143 Hwy 551  Providence Bay ON P0P 1T0,,20-Jul-2021,location.href = '/Facility/Details/3614be26-2ef8-4d15-9305-8813c6f58a0a' ,Drinking Water,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/3614be26-2ef8-4d15-9305-8813c6f58a0a
Providence Bay Community of Christ Church,80 McNevin St  Providence Bay ON P0P 1T0,,18-Mar-2024,location.href = '/Facility/Details/2e03599c-77e4-4f78-bd08-5b341594ae14' ,Drinking Water,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/2e03599c-77e4-4f78-bd08-5b341594ae14
Providence Bay Curling Club,84 Monroe St  Providence Bay ON P0P 1T0,,14-Jul-2023,location.href = '/Facility/Details/4e693464-50bf-447f-98dc-95602b6c6cde' ,Drinking Water,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/4e693464-50bf-447f-98dc-95602b6c6cde
Providence Bay Tent & Trailer Park,5466 Hwy 551  Providence Bay ON P0P 1T0,,28-Jun-2023,location.href = '/Facility/Details/9fed79f4-2879-47e3-a20e-82e12c658215' ,Drinking Water,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/9fed79f4-2879-47e3-a20e-82e12c658215
Racine Lake Campground,Martel Rd  Chapleau ON P0M 1K0,,13-Oct-2021,location.href = '/Facility/Details/4406e7db-2e87-43ad-ac35-cd3d9b0f253c' ,Drinking Water,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/4406e7db-2e87-43ad-ac35-cd3d9b0f253c
Rainbow Camp,606 North Channel Rd  Noelville ON P0M 2N0,,18-Aug-2020,location.href = '/Facility/Details/8e6da0d5-e5e0-4496-876b-5ec5da0b3fc3' ,Drinking Water,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/8e6da0d5-e5e0-4496-876b-5ec5da0b3fc3
Rainbow Country Recreation Hall,1052 Whitefish Falls Road  Whitefish Falls ON P5E 0A6,,06-Oct-2023,location.href = '/Facility/Details/378ced5e-d69b-41c9-b218-19621589965d' ,Drinking Water,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/378ced5e-d69b-41c9-b218-19621589965d
Ranger Bay Tent & Trailer Park,311 Turenne Rd  Alban ON P0M 1A0,,14-Jul-2021,location.href = '/Facility/Details/8c824171-5fc1-44a7-9056-faa4dd708e49' ,Drinking Water,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/8c824171-5fc1-44a7-9056-faa4dd708e49
Ratter Lake Campground Inc.,11 Firefly Rd  Hagar ON P0M 1X0,,08-Sep-2022,location.href = '/Facility/Details/3e2bfddb-8c36-4b82-bf67-816fe17e33f9' ,Drinking Water,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/3e2bfddb-8c36-4b82-bf67-816fe17e33f9
Red Lodge Resort,368 Red Lodge Rd  Sheguiandah ON P0P 1W0,,01-Sep-2021,location.href = '/Facility/Details/bf52038c-9d63-452a-af10-3ce768fdcdf8' ,Drinking Water,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/bf52038c-9d63-452a-af10-3ce768fdcdf8
Red Pine Lodge,220 Red Pine Rd  Foleyet ON P0M 1T0,,01-Jun-2023,location.href = '/Facility/Details/d26fc5fe-6eac-40a5-936d-431e968ede35' ,Drinking Water,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/d26fc5fe-6eac-40a5-936d-431e968ede35
Remmerswaal Trailer Park,461 New Cobden Rd  Chelmsford ON P0M 1L0,,18-Oct-2023,location.href = '/Facility/Details/d1223656-07e8-409c-bae2-533eb23ce106' ,Drinking Water,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/d1223656-07e8-409c-bae2-533eb23ce106
Richard Lake Motel,2377 Crown Ridge Rd  Sudbury ON P3G 0A3,,23-Feb-2023,location.href = '/Facility/Details/8899a767-e5fd-4d76-a918-9fdd19c4c9d8' ,Drinking Water,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/8899a767-e5fd-4d76-a918-9fdd19c4c9d8
River Lodge,1174 Whitefish Falls Road  Whitefish Falls ON P5E 0A6,,27-Sep-2023,location.href = '/Facility/Details/a4b39f24-48d3-4b25-a1b3-a66339f736bf' ,Drinking Water,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/a4b39f24-48d3-4b25-a1b3-a66339f736bf
Riverdale Resort,1527 Hwy 64  Alban ON P0M 1A0,,21-Mar-2023,location.href = '/Facility/Details/09e40680-27f2-4711-a594-53ac7bdf2af6' ,Drinking Water,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/09e40680-27f2-4711-a594-53ac7bdf2af6
Riverside Campground,138 Birch St  Nairn Centre ON P0M 2L0,,28-Jul-2020,location.href = '/Facility/Details/fa7aa704-eb84-41df-9d8a-bc9a940346ec' ,Drinking Water,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/fa7aa704-eb84-41df-9d8a-bc9a940346ec
Rockgarden Terrace Resort,1358 Monument Rd  Spring Bay ON P0P 2B0,,09-Sep-2021,location.href = '/Facility/Details/0dac9e8a-232f-4619-896d-eab485b5efac' ,Drinking Water,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/0dac9e8a-232f-4619-896d-eab485b5efac
Rockport Camp,710 Lake Road  St. Charles ON P0M 2W0,,28-Jul-2022,location.href = '/Facility/Details/9baf6991-09d5-45c7-8bbb-0d508c6240c0' ,Drinking Water,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/9baf6991-09d5-45c7-8bbb-0d508c6240c0
Sand Bay Camp,2132 Sand Bay Rd  McKerrow ON P0P 1M0,,20-Sep-2021,location.href = '/Facility/Details/ad778a3d-2bf4-4033-a477-e0c0160dcdb4' ,Drinking Water,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/ad778a3d-2bf4-4033-a477-e0c0160dcdb4
Santa Maria Trailer Resort,200A Square Bay Rd  Spring Bay ON P0P 2B0,,23-Aug-2022,location.href = '/Facility/Details/811384b3-3702-4f9b-8e85-56cfc8abb5bd' ,Drinking Water,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/811384b3-3702-4f9b-8e85-56cfc8abb5bd
Schell's Camp & Park,186 Schell's Rd  Alban ON P0M 1A0,,01-Sep-2020,location.href = '/Facility/Details/bede2cff-651e-4849-bed4-56c9419fa9a2' ,Drinking Water,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/bede2cff-651e-4849-bed4-56c9419fa9a2
Scorch Lake Camp,Lot 17-Concession 4  Muskego Township ON P0M 1T0,,27-Jul-2020,location.href = '/Facility/Details/2df4c959-a12c-4d9d-8e74-027caedc8b80' ,Drinking Water,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/2df4c959-a12c-4d9d-8e74-027caedc8b80
Shenango Lodge,Hwy 101 & Government Rd  Foleyet ON P0M 1T0,,09-Aug-2023,location.href = '/Facility/Details/d9ecbb29-8871-4ef7-b91c-c157427b24a7' ,Drinking Water,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/d9ecbb29-8871-4ef7-b91c-c157427b24a7
Shining Tree Camps,120 Lakeshore Rd  Shining Tree ON P0M 2X0,,19-Jul-2023,location.href = '/Facility/Details/293ab71b-17b3-42fa-9f3e-f4d9a9577586' ,Drinking Water,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/293ab71b-17b3-42fa-9f3e-f4d9a9577586
Silver Birches Resort,110 Bay St  Little Current ON P0P 1K0,,07-Sep-2023,location.href = '/Facility/Details/536a6a89-f167-4757-8674-103045142ff0' ,Drinking Water,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/536a6a89-f167-4757-8674-103045142ff0
Silver Maple Campground,101 Nagy Rd  Nairn Centre ON P0M 2L0,,,location.href = '/Facility/Details/37c0131d-e16e-48fc-9fb0-73ca38412092' ,Drinking Water,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/37c0131d-e16e-48fc-9fb0-73ca38412092
Silver Styx Golf Course (formerly Buckridge Golf Course),257 Ratter Lake Rd  Markstay ON P0M 2G0,,07-Jul-2021,location.href = '/Facility/Details/02d16189-9b73-447d-8303-3c37e7c48ec7' ,Drinking Water,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/02d16189-9b73-447d-8303-3c37e7c48ec7
Silver Water Recreational Centre (Kitchen),20530 Hwy 540  Silver Water ON P0P 1Y0,,12-Oct-2022,location.href = '/Facility/Details/868f33c3-3e0a-4bfa-9d3a-cdee8afdb42d' ,Drinking Water,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/868f33c3-3e0a-4bfa-9d3a-cdee8afdb42d
Silvery Moon Lodge,1302 Silvry Moon Rd  Noëlville ON P0M 2N0,,28-Sep-2021,location.href = '/Facility/Details/8e5fa394-f93d-408e-b380-f524d6e1768b' ,Drinking Water,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/8e5fa394-f93d-408e-b380-f524d6e1768b
Skead Community Centre,3971 Skead Rd  Skead ON P0M 2Y0,,08-Nov-2022,location.href = '/Facility/Details/5dee8117-b438-4d15-9122-e3fe7badeff5' ,Drinking Water,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/5dee8117-b438-4d15-9122-e3fe7badeff5
Skead Seniors Centre,5 Bell St  Skead ON P0M 2Y0,,08-Jun-2021,location.href = '/Facility/Details/992a434c-c389-4b48-af0c-cadf4e475146' ,Drinking Water,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/992a434c-c389-4b48-af0c-cadf4e475146
Snoopy's Landing,9 Short St  Mckerrow ON P0P 1M0,,29-Sep-2020,location.href = '/Facility/Details/8afcdb28-4b1a-4d0a-9e12-060135991aa2' ,Drinking Water,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/8afcdb28-4b1a-4d0a-9e12-060135991aa2
South Bay Resort,21214 Highway 6  Tehkummah ON P0P 2C0,,23-Aug-2022,location.href = '/Facility/Details/64c5e604-37c1-43cf-8f09-05dc961a5894' ,Drinking Water,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/64c5e604-37c1-43cf-8f09-05dc961a5894
Sportsman's Inn Resort & Marina,George Island  Killarney ON P0M 2A0,,26-Oct-2022,location.href = '/Facility/Details/2049e8fb-2d12-45d1-8b30-c1d6ead5be75' ,Drinking Water,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/2049e8fb-2d12-45d1-8b30-c1d6ead5be75
Sportsman's Lodge and Wilderness Resort (1650988 Ontario Ltd.),240 Kukagami Lake Rd  Wahnapitae ON P0M 3C0,,13-Aug-2020,location.href = '/Facility/Details/f5cd4b23-efd1-430a-9bab-56b481b55c46' ,Drinking Water,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/f5cd4b23-efd1-430a-9bab-56b481b55c46
Sportsman's Park,604 Daoust Lake Rd  Alban ON P0M 1A0,,09-Oct-2020,location.href = '/Facility/Details/481e8fd8-ebe9-4922-b7b5-6ebfdbd416bf' ,Drinking Water,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/481e8fd8-ebe9-4922-b7b5-6ebfdbd416bf
Spring Bay Pentecostal Camp,99 Perivale Rd W  Spring Bay ON P0P 2B0,,06-Dec-2023,location.href = '/Facility/Details/829af480-bc34-4944-9663-20729ad94f2f' ,Drinking Water,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/829af480-bc34-4944-9663-20729ad94f2f
Spring Bay Pentecostal Camp,3 Perivale Rd W  Spring Bay ON P0P 2B0,,28-Aug-2023,location.href = '/Facility/Details/bb864929-8e87-4f1a-b2f3-419904651e51' ,Drinking Water,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/bb864929-8e87-4f1a-b2f3-419904651e51
Spring Bay Pentecostal Camp,333 Perivale Rd E  Spring Bay ON P0P 2B0,,28-Aug-2023,location.href = '/Facility/Details/cfc46372-91fb-428b-b1e4-e4de705456cb' ,Drinking Water,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/cfc46372-91fb-428b-b1e4-e4de705456cb
Spring Bay Pentecostal Church,9351 Highway 542  Spring Bay ON P0P 2B0,,12-Dec-2023,location.href = '/Facility/Details/dc08a871-a8d9-42f9-b5a6-0235486bd059' ,Drinking Water,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/dc08a871-a8d9-42f9-b5a6-0235486bd059
St. Charles Arena,99 King St E  St. Charles ON P0M 2W0,,10-Feb-2022,location.href = '/Facility/Details/51808772-9d34-4992-8bc8-2cb899b149ca' ,Drinking Water,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/51808772-9d34-4992-8bc8-2cb899b149ca
St. Charles Bowl,45 King Street West  St. Charles ON P0M 2W0,,25-May-2023,location.href = '/Facility/Details/2955aeb9-1a94-4852-93d0-eadf68b54316' ,Drinking Water,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/2955aeb9-1a94-4852-93d0-eadf68b54316
St. Charles Community Centre,20 Casimir Road  St. Charles ON P0M 2W0,,24-Jan-2024,location.href = '/Facility/Details/4234dfcc-aea2-4783-a627-0de9b9f246f0' ,Drinking Water,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/4234dfcc-aea2-4783-a627-0de9b9f246f0
St. Charles Food Market,25 Main Street  St. Charles ON P0M 2W0,,09-May-2023,location.href = '/Facility/Details/21d3d054-d73a-43ae-8826-41fd31319950' ,Drinking Water,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/21d3d054-d73a-43ae-8826-41fd31319950
St. Charles Wellness Centre,1 King Street  St. Charles ON P0M 2W0,,10-Feb-2022,location.href = '/Facility/Details/467156b3-7029-42ba-9275-66043d906615' ,Drinking Water,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/467156b3-7029-42ba-9275-66043d906615
St. Lawrence The Martyr Parish,3 Nelson Street  Webbwood ON P0P 2G0,,16-Sep-2020,location.href = '/Facility/Details/88955650-6455-48d6-a285-7473d51566d9' ,Drinking Water,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/88955650-6455-48d6-a285-7473d51566d9
Stanley Park Campground,1702 Monument Rd  Spring Bay ON P0P 2B0,,28-Jul-2021,location.href = '/Facility/Details/38968db2-602a-4108-a849-143f45fe435c' ,Drinking Water,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/38968db2-602a-4108-a849-143f45fe435c
Stonehill Golf Club,566 Silver Lake Rd  Sudbury ON P3G 1J9,,14-Jun-2023,location.href = '/Facility/Details/3d66e128-02d7-4713-8caa-eea37e0c8f5c' ,Drinking Water,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/3d66e128-02d7-4713-8caa-eea37e0c8f5c
Stop 540 Diner,20641 Hwy 540  Silver Water ON P0P 1Y0,,12-Oct-2022,location.href = '/Facility/Details/de397172-b0fe-4741-b26e-ee9790995796' ,Drinking Water,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/de397172-b0fe-4741-b26e-ee9790995796
Sudbury Revolver Club,240 Maki Rd  Garson ON P3L 1N5,,18-Aug-2021,location.href = '/Facility/Details/d4c3b680-963f-4f5e-beaf-cf0024e53535' ,Drinking Water,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/d4c3b680-963f-4f5e-beaf-cf0024e53535
Sudbury Yacht Club,190 Ramsey Lake Rd  Sudbury ON P3E 4N5,,15-Sep-2021,location.href = '/Facility/Details/7f387983-1eee-4a5d-974a-26c67a8e0ad1' ,Drinking Water,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/7f387983-1eee-4a5d-974a-26c67a8e0ad1
Tata Chika Pika Lodge,10 Tata Chika Pika Rd  Gogama ON P0M 1W0,,10-Jul-2023,location.href = '/Facility/Details/6b7f9c30-8e53-4e42-90b8-832a95b58285' ,Drinking Water,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/6b7f9c30-8e53-4e42-90b8-832a95b58285
Tehkummah Community Hall,468 Hwy 542A  Tehkummah ON P0P 2C0,,14-Sep-2022,location.href = '/Facility/Details/46d5ffe6-ecbe-434c-b506-29d6f2d9b285' ,Drinking Water,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/46d5ffe6-ecbe-434c-b506-29d6f2d9b285
Tehkummah Municipal Building,456 Hwy 542A  Tehkummah ON P0P 2C0,,14-Sep-2022,location.href = '/Facility/Details/312b6240-dcff-4ecf-8654-a2c9a85f3bba' ,Drinking Water,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/312b6240-dcff-4ecf-8654-a2c9a85f3bba
Temagami Oupost,7130 Maskinonje Lake Rd  Markstay ON P0M 2G0,,22-Jun-2021,location.href = '/Facility/Details/e254f0a9-9899-4ef8-b424-80ed127aa1d8' ,Drinking Water,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/e254f0a9-9899-4ef8-b424-80ed127aa1d8
The Cedar Village & Pickeral River Marina,27 Lower French River Marina Rd  Alban ON P0M 1A0,,28-Sep-2020,location.href = '/Facility/Details/2b5a1312-9987-4640-b4d4-eed019a41889' ,Drinking Water,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/2b5a1312-9987-4640-b4d4-eed019a41889
The Hacienda Bed & Breakfast,3550 Notre Dame Ave  Hanmer ON P3P 1X3,,10-Dec-2021,location.href = '/Facility/Details/a33a8133-19e7-437d-9d11-527d41171fbb' ,Drinking Water,,,,,,,,https://checkbeforeyougo.phsd.ca/Facility/Details/a33a8133-19e7-437d-9d11-527d41171fbb
