Facility Name,Facility Type,Last Inspection Date,Site Address,url_entity_partial,category,Type,Offense,Outcome,Offense Date,Resolved Date,url_entity_full
Vienna Christian Fellowship - Well Supply,"Communal Gathering Facility (e.g. church, hall)",,337 Bell Mill Side Rd Windham ON N0J 1E0,location.href = '/Portal/Facility/Details/47e00218-9bd1-409d-9a9c-32bba18bc964' ,Drinking Water,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/47e00218-9bd1-409d-9a9c-32bba18bc964
Villa Nova Baptist Church - Well Supply,"Communal Gathering Facility (e.g. church, hall)",21-Dec-2022,766 Villa Nova Rd Waterford ON N0E 1Y0,location.href = '/Portal/Facility/Details/e9015a71-04e6-4613-902d-1e5639777157' ,Drinking Water,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/e9015a71-04e6-4613-902d-1e5639777157
Wagner Memorial (Ontario #526) Branch - Well Supply,"Communal Gathering Facility (e.g. church, hall)",12-Dec-2022,3890 Teeterville Rd Teeterville ON N0E 1S0,location.href = '/Portal/Facility/Details/75c16186-fe38-45b8-9706-01cd5f241cae' ,Drinking Water,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/75c16186-fe38-45b8-9706-01cd5f241cae
Walsh Baptist Church - Well Supply,"Communal Gathering Facility (e.g. church, hall)",,210 Sovereen St Simcoe ON N3Y 4J9,location.href = '/Portal/Facility/Details/dfe81cf4-98a4-4d75-911a-244f5e9fc84f' ,Drinking Water,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/dfe81cf4-98a4-4d75-911a-244f5e9fc84f
Wayne's Water Wagon,Water Hauler,,305 Concession 2 Woodhouse Port Dover ON N0A 1N3,location.href = '/Portal/Facility/Details/356e3f56-8c84-4aa9-a05d-84651bfb47d4' ,Drinking Water,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/356e3f56-8c84-4aa9-a05d-84651bfb47d4
Wendy's - Well Supply,Food Premise,,401 Simcoe St. Tillsonburg ON N4G 2J7,location.href = '/Portal/Facility/Details/a337c07e-ba68-4e2e-a3b9-a4a4d2721949' ,Drinking Water,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/a337c07e-ba68-4e2e-a3b9-a4a4d2721949
Who Did it Club Clubhouse - Well Supply,"Communal Gathering Facility (e.g. church, hall)",01-Nov-2022,36 Hillcrest Rd Simcoe ON N3Y 4K8,location.href = '/Portal/Facility/Details/f1677638-23b8-444a-9cc5-2bd40e65e1d0' ,Drinking Water,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/f1677638-23b8-444a-9cc5-2bd40e65e1d0
Who Did it Club Pavilion,"Communal Gathering Facility (e.g. church, hall)",01-Aug-2023,36 Hillcrest Rd Simcoe ON N3Y 4K8,location.href = '/Portal/Facility/Details/86d241cd-f0ef-40f8-825b-2eb2319e9c66' ,Drinking Water,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/86d241cd-f0ef-40f8-825b-2eb2319e9c66
Wholesome Pickins - Well Supply,Food Premise,,500 Church St. E Delhi ON N4B 1V3,location.href = '/Portal/Facility/Details/f434586d-576f-4773-bbc9-f0e9b018b4ab' ,Drinking Water,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/f434586d-576f-4773-bbc9-f0e9b018b4ab
Willoway Park Cistern Supply,Trailer Park/Campground,28-Sep-2022,1431 Haldimand County Road 17 Cayuga ON N0A 1E0,location.href = '/Portal/Facility/Details/3631ff4a-616a-422a-9301-bb4ccf0fbc9b' ,Drinking Water,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/3631ff4a-616a-422a-9301-bb4ccf0fbc9b
Willowdale Farms Water Haulage - Truck 1,Water Hauler,07-Mar-2023,1596 Highway 3 Dunnville ON N1A 2W7,location.href = '/Portal/Facility/Details/a90eb400-ce19-474a-a554-dde07418349e' ,Drinking Water,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/a90eb400-ce19-474a-a554-dde07418349e
Willowdale Farms Water Haulage - Truck 2,Water Hauler,,1596 Highway 3 Dunnville ON N1A 2W7,location.href = '/Portal/Facility/Details/4a10db05-53dd-46d1-93ea-4df49558c31e' ,Drinking Water,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/4a10db05-53dd-46d1-93ea-4df49558c31e
Woodhouse United Church - Well Supply,"Communal Gathering Facility (e.g. church, hall)",03-Oct-2023,2164 Hwy 24 S Woodhouse ON,location.href = '/Portal/Facility/Details/29a6be13-f499-4341-b966-3f83efbac185' ,Drinking Water,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/29a6be13-f499-4341-b966-3f83efbac185
Woodside Greens Golf Park - Well Supply,Recreational Facility/Grounds (e.g. soccer park),25-May-2023,847 Charlotteville Road 10 Simcoe ON N3Y 4J9,location.href = '/Portal/Facility/Details/4f429c4b-c22c-4b34-8715-787ef8820008' ,Drinking Water,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/4f429c4b-c22c-4b34-8715-787ef8820008
York United Church Cistern Supply,"Communal Gathering Facility (e.g. church, hall)",28-Aug-2023,35 Merrit St York ON N0A 1R0,location.href = '/Portal/Facility/Details/d15391d9-82ac-4527-bf94-4c70dba08dbb' ,Drinking Water,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/d15391d9-82ac-4527-bf94-4c70dba08dbb
ZoomInn Cistern Supply,Food Premise,25-May-2022,1613 Hwy 3 E Dunnville ON N1A 2W7,location.href = '/Portal/Facility/Details/bc54566b-7f1d-4f33-9673-686d38688adb' ,Drinking Water,,,,,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/bc54566b-7f1d-4f33-9673-686d38688adb
Best Western Little River Inn - Pool,,,203 Queensway W Simcoe ON N3Y 2M9,location.href = '/Portal/Facility/Details/6406e04f-1323-4ae7-ae41-ce5302aa2ace' ,Closures/Charges,Section 13 Order,Fail to ensure pH value of public pool water maintained in range of 7.2 – 7.8,Facility Re-Opened,29-Aug-2022,31-Aug-2022,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/6406e04f-1323-4ae7-ae41-ce5302aa2ace
Best Western Little River Inn - Pool,,,203 Queensway W Simcoe ON N3Y 2M9,location.href = '/Portal/Facility/Details/6406e04f-1323-4ae7-ae41-ce5302aa2ace' ,Closures/Charges,Section 13 Order,Fail to ensure appropriate free available chlorine and cyanuric acid concentration,Facility Re-Opened,29-Aug-2022,31-Aug-2022,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/6406e04f-1323-4ae7-ae41-ce5302aa2ace
Best Western Little River Inn - Pool,,,203 Queensway W Simcoe ON N3Y 2M9,location.href = '/Portal/Facility/Details/6406e04f-1323-4ae7-ae41-ce5302aa2ace' ,Closures/Charges,Section 13 Order,Fail to ensure alkalinity of public pool water maintained in range of 80 – 120 ppm,Facility Re-Opened,29-Aug-2022,31-Aug-2022,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/6406e04f-1323-4ae7-ae41-ce5302aa2ace
Best Western Little River Inn - Pool,,,203 Queensway W Simcoe ON N3Y 2M9,location.href = '/Portal/Facility/Details/6406e04f-1323-4ae7-ae41-ce5302aa2ace' ,Closures/Charges,Section 13 Order,Fail to ensure emergency first aid kit conveniently located for emergency use at public pool,Facility Re-Opened,29-Aug-2022,31-Aug-2022,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/6406e04f-1323-4ae7-ae41-ce5302aa2ace
Century Beach RV Resort - Well Supply,,,2057 Lakeshore Road Dunnville ON N1A 2W8,location.href = '/Portal/Facility/Details/22319017-3dd1-4bd6-a253-6cc1b805d78d' ,Closures/Charges,Advisory,Boil Water Advisory,Advisory Rescinded,08-Sep-2022,13-Sep-2022,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/22319017-3dd1-4bd6-a253-6cc1b805d78d
Cranberry Creek Gardens,,,78 Lynedoch Road Delhi Ontario N4B 2W4,location.href = '/Portal/Facility/Details/9b176623-7f65-4b59-bd2c-1f026645cec7' ,Closures/Charges,Order,Drinking Water Order,Order Rescinded,26-Sep-2023,06-Oct-2023,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/9b176623-7f65-4b59-bd2c-1f026645cec7
Hagersville Auction Centre,,,97 1st Line Hagersville ON N0A 1H0,location.href = '/Portal/Facility/Details/cfdcedfe-8df4-4e44-9a21-9187cf98f0c6' ,Closures/Charges,Section 13 Order,Fail to provide food premise with adequate potable water supply,Facility Re-Opened,09-May-2022,16-May-2022,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/cfdcedfe-8df4-4e44-9a21-9187cf98f0c6
KrisJen's 2.0 Catering,,,65 St. James Street Waterford ON N0E 1Y0,location.href = '/Portal/Facility/Details/9bc151b3-d3d6-407c-b1e3-67a21c3a8f43' ,Closures/Charges,Summons,Failure to notify the medical officer of health of intention to commence operation of a food premises,Convicted,05-Mar-2024,17-Apr-2024,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/9bc151b3-d3d6-407c-b1e3-67a21c3a8f43
Maitland Shores Limited - Pool,,,659 Port Maitland Rd Dunnville ON N1A 2W6,location.href = '/Portal/Facility/Details/f085e0fa-b6f6-4196-842d-734fcbcba4b2' ,Closures/Charges,Section 13 Order,Fail to display required signage at emergency telephone,Facility Re-Opened,08-Jun-2022,17-Jun-2022,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/f085e0fa-b6f6-4196-842d-734fcbcba4b2
Maitland Shores Limited - Pool,,,659 Port Maitland Rd Dunnville ON N1A 2W6,location.href = '/Portal/Facility/Details/f085e0fa-b6f6-4196-842d-734fcbcba4b2' ,Closures/Charges,Section 13 Order,Fail to display notice setting out shower requirements at entrance to each shower area used by bathers,Facility Re-Opened,08-Jun-2022,17-Jun-2022,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/f085e0fa-b6f6-4196-842d-734fcbcba4b2
Maitland Shores Limited - Pool,,,659 Port Maitland Rd Dunnville ON N1A 2W6,location.href = '/Portal/Facility/Details/f085e0fa-b6f6-4196-842d-734fcbcba4b2' ,Closures/Charges,Section 13 Order,"Fail to manually test and record total alkalinity, pH, free available chlorine, and water clarity at least 30 minutes before opening public pool",Facility Re-Opened,08-Jun-2022,17-Jun-2022,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/f085e0fa-b6f6-4196-842d-734fcbcba4b2
Maitland Shores Limited - Pool,,,659 Port Maitland Rd Dunnville ON N1A 2W6,location.href = '/Portal/Facility/Details/f085e0fa-b6f6-4196-842d-734fcbcba4b2' ,Closures/Charges,Section 13 Order,Fail to ensure emergency telephone required for Class B pool tested to confirm operation before pool opened for use,Facility Re-Opened,08-Jun-2022,17-Jun-2022,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/f085e0fa-b6f6-4196-842d-734fcbcba4b2
Maitland Shores Limited - Pool,,,659 Port Maitland Rd Dunnville ON N1A 2W6,location.href = '/Portal/Facility/Details/f085e0fa-b6f6-4196-842d-734fcbcba4b2' ,Closures/Charges,Section 13 Order,Fail to retain all daily records for one year,Facility Re-Opened,08-Jun-2022,17-Jun-2022,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/f085e0fa-b6f6-4196-842d-734fcbcba4b2
Maitland Shores Limited - Pool,,,659 Port Maitland Rd Dunnville ON N1A 2W6,location.href = '/Portal/Facility/Details/f085e0fa-b6f6-4196-842d-734fcbcba4b2' ,Closures/Charges,Section 13 Order,Fail to provide adequately stocked first aid kit,Facility Re-Opened,08-Jun-2022,17-Jun-2022,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/f085e0fa-b6f6-4196-842d-734fcbcba4b2
Maitland Shores Limited - Pool,,,659 Port Maitland Rd Dunnville ON N1A 2W6,location.href = '/Portal/Facility/Details/f085e0fa-b6f6-4196-842d-734fcbcba4b2' ,Closures/Charges,Section 13 Order,Fail to ensure water meter provided to register volume of make-up water added to public pool,Facility Re-Opened,08-Jun-2022,17-Jun-2022,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/f085e0fa-b6f6-4196-842d-734fcbcba4b2
Maitland Shores Limited - Pool,,,659 Port Maitland Rd Dunnville ON N1A 2W6,location.href = '/Portal/Facility/Details/f085e0fa-b6f6-4196-842d-734fcbcba4b2' ,Closures/Charges,Section 13 Order,"Fail to ensure public pool water treated with chlorine, a chlorine compound or bromine by means of chemical feeder",Facility Re-Opened,08-Jun-2022,17-Jun-2022,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/f085e0fa-b6f6-4196-842d-734fcbcba4b2
Maitland Shores Limited - Pool,,,659 Port Maitland Rd Dunnville ON N1A 2W6,location.href = '/Portal/Facility/Details/f085e0fa-b6f6-4196-842d-734fcbcba4b2' ,Closures/Charges,Section 13 Order,Fail to display notice setting out shower requirements at entrance to deck used by bathers,Facility Re-Opened,08-Jun-2022,17-Jun-2022,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/f085e0fa-b6f6-4196-842d-734fcbcba4b2
Maitland Shores Limited - Pool,,,659 Port Maitland Rd Dunnville ON N1A 2W6,location.href = '/Portal/Facility/Details/f085e0fa-b6f6-4196-842d-734fcbcba4b2' ,Closures/Charges,Section 13 Order,Fail to keep daily records available for viewing by M.O.H or public health inspector at any time,Facility Re-Opened,08-Jun-2022,17-Jun-2022,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/f085e0fa-b6f6-4196-842d-734fcbcba4b2
Maitland Shores Limited - Pool,,,659 Port Maitland Rd Dunnville ON N1A 2W6,location.href = '/Portal/Facility/Details/f085e0fa-b6f6-4196-842d-734fcbcba4b2' ,Closures/Charges,Section 13 Order,Operator not trained in public pool operation,Facility Re-Opened,08-Jun-2022,17-Jun-2022,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/f085e0fa-b6f6-4196-842d-734fcbcba4b2
Maitland Shores Limited - Pool,,,659 Port Maitland Rd Dunnville ON N1A 2W6,location.href = '/Portal/Facility/Details/f085e0fa-b6f6-4196-842d-734fcbcba4b2' ,Closures/Charges,Section 13 Order,Fail to keep and sign all required daily records,Facility Re-Opened,08-Jun-2022,17-Jun-2022,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/f085e0fa-b6f6-4196-842d-734fcbcba4b2
Rock Point Provincial Park - Surface Water Supply,,,215 Niece Road Dunnville ON N1A 2X5,location.href = '/Portal/Facility/Details/2b72210e-0279-4ff2-9af7-93461fb70249' ,Closures/Charges,Advisory,Boil Water Advisory,Advisory Rescinded,24-Aug-2022,26-Aug-2022,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/2b72210e-0279-4ff2-9af7-93461fb70249
Sun Retreats Turkey Point - Pool,,,61 Mole Side Rd Vittoria ON N0E 1W0,location.href = '/Portal/Facility/Details/b5ee2de2-41d0-4c29-b146-2b8f712c8ce0' ,Closures/Charges,Section 13 Order,Fail to ensure residual of free available chlorine of public pool water maintained between 0.5 – 10 ppm,Facility Re-Opened,21-Aug-2023,25-Aug-2023,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/b5ee2de2-41d0-4c29-b146-2b8f712c8ce0
Sun Retreats Turkey Point - Pool,,,61 Mole Side Rd Vittoria ON N0E 1W0,location.href = '/Portal/Facility/Details/b5ee2de2-41d0-4c29-b146-2b8f712c8ce0' ,Closures/Charges,Section 13 Order,Fail to ensure appropriate free available chlorine and cyanuric acid concentration,Facility Re-Opened,11-Aug-2022,19-Aug-2022,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/b5ee2de2-41d0-4c29-b146-2b8f712c8ce0
Sun Retreats Turkey Point - Pool,,,61 Mole Side Rd Vittoria ON N0E 1W0,location.href = '/Portal/Facility/Details/b5ee2de2-41d0-4c29-b146-2b8f712c8ce0' ,Closures/Charges,Section 13 Order,Fail to ensure pH value of public pool water maintained in range of 7.2 – 7.8,Facility Re-Opened,11-Aug-2022,19-Aug-2022,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/b5ee2de2-41d0-4c29-b146-2b8f712c8ce0
Sun Retreats Turkey Point - Pool,,,61 Mole Side Rd Vittoria ON N0E 1W0,location.href = '/Portal/Facility/Details/b5ee2de2-41d0-4c29-b146-2b8f712c8ce0' ,Closures/Charges,Section 13 Order,Fail to ensure Oxidation Reduction Potential value of public pool water maintained between 600 – 900 mV where pool equipped with automatic sensing device,Facility Re-Opened,21-Aug-2023,25-Aug-2023,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/b5ee2de2-41d0-4c29-b146-2b8f712c8ce0
Sun Retreats Turkey Point - Pool,,,61 Mole Side Rd Vittoria ON N0E 1W0,location.href = '/Portal/Facility/Details/b5ee2de2-41d0-4c29-b146-2b8f712c8ce0' ,Closures/Charges,Section 13 Order,Fail to ensure alkalinity of public pool water maintained in range of 80 – 120 ppm,Facility Re-Opened,11-Aug-2022,19-Aug-2022,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/b5ee2de2-41d0-4c29-b146-2b8f712c8ce0
Wilkinson's Your Independent Grocer,,,227 Main St Delhi ON N4B 2M4,location.href = '/Portal/Facility/Details/78dabfd5-e041-4b59-b957-c1359b35b63b' ,Closures/Charges,Ticket,Fail to ensure completion of food handling training by food handler or supervisor,Ticket Served,10-Apr-2024,10-Apr-2024,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/78dabfd5-e041-4b59-b957-c1359b35b63b
Wimpy's Diner,,,109 Queensway E Simcoe ON N3Y 4M5,location.href = '/Portal/Facility/Details/c42da486-1e91-4ae2-b673-b38eed4d55d2' ,Closures/Charges,Ticket,Fail to protect food from contamination or adulteration,Ticket Served,18-Aug-2022,18-Aug-2022,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/c42da486-1e91-4ae2-b673-b38eed4d55d2
Windecker Woods,,,215 Windecker Road Cayuga ON N0A 1E0,location.href = '/Portal/Facility/Details/9ffd8cc0-1ca1-4e44-9e62-abc007a77ce9' ,Closures/Charges,Section 13 Order,Food premise not maintained to permit cleaning of walls,Facility Closed,04-Jul-2023,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/9ffd8cc0-1ca1-4e44-9e62-abc007a77ce9
Windecker Woods,,,215 Windecker Road Cayuga ON N0A 1E0,location.href = '/Portal/Facility/Details/9ffd8cc0-1ca1-4e44-9e62-abc007a77ce9' ,Closures/Charges,Section 13 Order,Fail to provide food premise with adequate potable water supply,Facility Closed,04-Jul-2023,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/9ffd8cc0-1ca1-4e44-9e62-abc007a77ce9
Windecker Woods,,,215 Windecker Road Cayuga ON N0A 1E0,location.href = '/Portal/Facility/Details/9ffd8cc0-1ca1-4e44-9e62-abc007a77ce9' ,Closures/Charges,Section 13 Order,Fail to provide food premises with hot and cold running water in utensil cleaning area,Facility Closed,04-Jul-2023,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/9ffd8cc0-1ca1-4e44-9e62-abc007a77ce9
Windecker Woods,,,215 Windecker Road Cayuga ON N0A 1E0,location.href = '/Portal/Facility/Details/9ffd8cc0-1ca1-4e44-9e62-abc007a77ce9' ,Closures/Charges,Section 13 Order,Food premises maintained in manner adversely affecting the sanitary operation,Facility Closed,04-Jul-2023,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/9ffd8cc0-1ca1-4e44-9e62-abc007a77ce9
Windecker Woods,,,215 Windecker Road Cayuga ON N0A 1E0,location.href = '/Portal/Facility/Details/9ffd8cc0-1ca1-4e44-9e62-abc007a77ce9' ,Closures/Charges,Section 13 Order,Fail to ensure room kept free from live birds and animals,Facility Closed,04-Jul-2023,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/9ffd8cc0-1ca1-4e44-9e62-abc007a77ce9
Windecker Woods,,,215 Windecker Road Cayuga ON N0A 1E0,location.href = '/Portal/Facility/Details/9ffd8cc0-1ca1-4e44-9e62-abc007a77ce9' ,Closures/Charges,Section 13 Order,Food premises not maintained to permit sanitary maintenance of walls,Facility Closed,04-Jul-2023,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/9ffd8cc0-1ca1-4e44-9e62-abc007a77ce9
Windecker Woods,,,215 Windecker Road Cayuga ON N0A 1E0,location.href = '/Portal/Facility/Details/9ffd8cc0-1ca1-4e44-9e62-abc007a77ce9' ,Closures/Charges,Section 13 Order,Fail to provide equipment for cleaning and sanitizing utensils as required,Facility Closed,04-Jul-2023,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/9ffd8cc0-1ca1-4e44-9e62-abc007a77ce9
Windecker Woods,,,215 Windecker Road Cayuga ON N0A 1E0,location.href = '/Portal/Facility/Details/9ffd8cc0-1ca1-4e44-9e62-abc007a77ce9' ,Closures/Charges,Section 13 Order,Food premises maintained in manner adversely affecting the sanitary operation,Facility Closed,04-Jul-2023,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/9ffd8cc0-1ca1-4e44-9e62-abc007a77ce9
Windecker Woods,,,215 Windecker Road Cayuga ON N0A 1E0,location.href = '/Portal/Facility/Details/9ffd8cc0-1ca1-4e44-9e62-abc007a77ce9' ,Closures/Charges,Section 13 Order,Fail to ensure utensils sanitized as necessary,Facility Closed,04-Jul-2023,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/9ffd8cc0-1ca1-4e44-9e62-abc007a77ce9
Windecker Woods,,,215 Windecker Road Cayuga ON N0A 1E0,location.href = '/Portal/Facility/Details/9ffd8cc0-1ca1-4e44-9e62-abc007a77ce9' ,Closures/Charges,Section 13 Order,Fail to provide hot and cold running water in food preparation area,Facility Closed,04-Jul-2023,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/9ffd8cc0-1ca1-4e44-9e62-abc007a77ce9
Windecker Woods,,,215 Windecker Road Cayuga ON N0A 1E0,location.href = '/Portal/Facility/Details/9ffd8cc0-1ca1-4e44-9e62-abc007a77ce9' ,Closures/Charges,Section 13 Order,Fail to ensure facility surfaces sanitized as necessary,Facility Closed,04-Jul-2023,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/9ffd8cc0-1ca1-4e44-9e62-abc007a77ce9
Windecker Woods,,,215 Windecker Road Cayuga ON N0A 1E0,location.href = '/Portal/Facility/Details/9ffd8cc0-1ca1-4e44-9e62-abc007a77ce9' ,Closures/Charges,Section 13 Order,Fail to protect against the entry of pests,Facility Closed,04-Jul-2023,,https://inspectourcommunity.hnhss.ca/Portal/Facility/Details/9ffd8cc0-1ca1-4e44-9e62-abc007a77ce9
