Facility Name,Site Address,Community,Facility Type,url_entity_partial,category,Enforcement,Action Taken,Status,Date of Issuance,Details,Status Date,url_entity_full
Fern Resort - Large Pool 2,4432 Fern Resort Rd  Orillia ON L3V 6H5,Orillia,Swimming Pool Class B - Outdoor,location.href = '/Facility/Details/07dcac15-5fdf-4370-93b4-3376f3cc097d' ,Recreational Water,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/07dcac15-5fdf-4370-93b4-3376f3cc097d
Fern Resort - Lower Spa,4432 Fern Resort Road  Orillia ON L3V 6H5,Orillia,Whirpool / Spa - Outdoor,location.href = '/Facility/Details/560beb0a-fcae-4594-b10a-be82363b84d5' ,Recreational Water,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/560beb0a-fcae-4594-b10a-be82363b84d5
Fern Resort - Small Pool 1,4432 Fern Resort Rd  Orillia ON L3V 6H5,Orillia,Swimming Pool Class B - Outdoor,location.href = '/Facility/Details/698bf95a-a9ca-4fb9-a405-64f6a68d95cd' ,Recreational Water,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/698bf95a-a9ca-4fb9-a405-64f6a68d95cd
Fern Resort - Upper Spa,4432 Fern Resort Road  Orillia ON L3V 6H5,Orillia,Whirpool / Spa - Outdoor,location.href = '/Facility/Details/5b580ce5-07a5-4454-bbbe-1aea4e11e3da' ,Recreational Water,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/5b580ce5-07a5-4454-bbbe-1aea4e11e3da
Fern Resort - Wading Pool,4432 Fern Resort Rd  Orillia ON L3V 6H5,Orillia,Wading Pool - Outdoor,location.href = '/Facility/Details/1dd815c2-cb2c-4775-a8c7-30daa34e7615' ,Recreational Water,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/1dd815c2-cb2c-4775-a8c7-30daa34e7615
Four Points by Sheraton Barrie,60 Bryne Dr  Barrie ON L4N 9Y4,Barrie,Whirlpool / Spa - Indoor,location.href = '/Facility/Details/c43093d0-4d49-4deb-a630-308208dc9930' ,Recreational Water,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/c43093d0-4d49-4deb-a630-308208dc9930
Four Points by Sheraton Barrie,60 Bryne Dr  Barrie ON L4N 9Y4,Barrie,Swimming Pool Class B - Indoor,location.href = '/Facility/Details/b8eebb3d-d011-43ef-b60b-13e47afbb6c6' ,Recreational Water,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/b8eebb3d-d011-43ef-b60b-13e47afbb6c6
Friday Harbour Beach Club,3740 Sunreef Ave  Innisfil ON L9S 2L3,Innisfil,Wading Pool - Outdoor,location.href = '/Facility/Details/fd53a9a9-dc9c-4497-b325-12fe7a7e71ef' ,Recreational Water,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/fd53a9a9-dc9c-4497-b325-12fe7a7e71ef
Friday Harbour Beach Club,3740 Sunreef Ave  Innisfil ON L9S 2L3,Innisfil,Swimming Pool Class B - Outdoor,location.href = '/Facility/Details/75cb9c53-39dc-42db-9de0-88f10f0c13c2' ,Recreational Water,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/75cb9c53-39dc-42db-9de0-88f10f0c13c2
Friday Harbour High Point,415 Sea Ray Avenue  Innisfil ON L9S 0R5,Innisfil,Swimming Pool Class B - Outdoor,location.href = '/Facility/Details/f146a786-ed2a-4a19-8998-f5221ad2be36' ,Recreational Water,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/f146a786-ed2a-4a19-8998-f5221ad2be36
Friday Harbour High Point,415 Sea Ray Avenue  Innisfil ON L9S 0R5,Innisfil,Whirpool / Spa - Outdoor,location.href = '/Facility/Details/e1b4f6f6-5203-4716-bc60-ea490c3893cc' ,Recreational Water,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/e1b4f6f6-5203-4716-bc60-ea490c3893cc
Friday Harbour Lake Club Pool,330 Sunseeker Avenue  Innisfil ON L9S 0J7,Innisfil,Swimming Pool Class B - Outdoor,location.href = '/Facility/Details/e84e4c4c-0c31-47fb-b382-966ab5574a3f' ,Recreational Water,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/e84e4c4c-0c31-47fb-b382-966ab5574a3f
Friday Harbour Lake Club Spa,330 Sunseeker Avenue  Innisfil ON L9S 0J7,Innisfil,Whirpool / Spa - Outdoor,location.href = '/Facility/Details/00ec36a4-2c67-4367-933f-9fc620fe5e9b' ,Recreational Water,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/00ec36a4-2c67-4367-933f-9fc620fe5e9b
Friday Harbour Mangusta Condo Corp,3789 Mangusta Avenue  Innisfil ON L9S 0L5,Innisfil,Swimming Pool Class B - Outdoor,location.href = '/Facility/Details/b5effdef-fcfe-49de-95bb-e74974cb3aed' ,Recreational Water,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/b5effdef-fcfe-49de-95bb-e74974cb3aed
Friday Harbour West Island Towns (Ferretti Court),3710 Ferretti Court  Innisfil ON,Innisfil,Swimming Pool Class B - Outdoor,location.href = '/Facility/Details/afc729fb-44dd-4b4a-aecd-7eb9c307c766' ,Recreational Water,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/afc729fb-44dd-4b4a-aecd-7eb9c307c766
Gables Cottage Resort,3048 South Sparrow Lake Rd  Washago ON L0K 2B0,Washago,Swimming Pool Class B - Outdoor,location.href = '/Facility/Details/23c4ca5a-127f-48c8-a0c9-ddff8cd9834b' ,Recreational Water,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/23c4ca5a-127f-48c8-a0c9-ddff8cd9834b
Gateway Campground,186 Main Street  Wasaga Beach ON L9Z 2L2,Wasaga Beach,Swimming Pool Class B - Outdoor,location.href = '/Facility/Details/41d31e60-8c4d-4864-9b56-b39377046d2b' ,Recreational Water,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/41d31e60-8c4d-4864-9b56-b39377046d2b
Georgian Bay Beach Club,739 Concession 15 W  Tiny ON L9M 0H7,Tiny,Swimming Pool Class B - Outdoor,location.href = '/Facility/Details/7ec4d455-4325-4a9b-911d-e3a2700941a2' ,Recreational Water,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/7ec4d455-4325-4a9b-911d-e3a2700941a2
Georgian Bay Hotel & Conference Centre - Clubhouse Pool,10 Vacation Inn Dr  Collingwood ON L9Y 5G4,Collingwood,Swimming Pool Class B - Outdoor,location.href = '/Facility/Details/b7102419-8379-416b-8382-1b4ba5c7c723' ,Recreational Water,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/b7102419-8379-416b-8382-1b4ba5c7c723
Georgian Bay Hotel & Conference Centre - Indoor Pool,10 Vacation Inn Dr  Collingwood ON L9Y 5G4,Collingwood,Swimming Pool Class B - Indoor,location.href = '/Facility/Details/dcd1a422-f342-4374-a625-df15627d27d6' ,Recreational Water,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/dcd1a422-f342-4374-a625-df15627d27d6
Georgian Bay Hotel & Conference Centre - Outdoor Pool,10 Vacation Inn Dr  Collingwood ON L9Y 5G4,Collingwood,Swimming Pool Class B - Outdoor,location.href = '/Facility/Details/5f0633b8-613d-42ed-bad5-47e73171ae47' ,Recreational Water,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/5f0633b8-613d-42ed-bad5-47e73171ae47
Georgian Bay Park,4230 Crossland Road  Tiny ON L0L 1P1,Tiny,Swimming Pool Class B - Outdoor,location.href = '/Facility/Details/fc346346-562b-4479-b6ed-b58e7000bcba' ,Recreational Water,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/fc346346-562b-4479-b6ed-b58e7000bcba
Georgian Towers Pool,262 Rose Street  Barrie ON L4M 5R2,Barrie,Swimming Pool Class B - Outdoor,location.href = '/Facility/Details/b7374948-fe13-4948-a0b0-a4a4c39fe92a' ,Recreational Water,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/b7374948-fe13-4948-a0b0-a4a4c39fe92a
Georgian Village,101 Thompsons Rd  Penetanguishene ON L9M 0V3,Penetanguishene,Whirlpool / Spa - Indoor,location.href = '/Facility/Details/a6f3b485-a5c0-4b82-805d-8bd05d919ecf' ,Recreational Water,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/a6f3b485-a5c0-4b82-805d-8bd05d919ecf
Grand Harbour,2 Toronto St  Barrie ON L4N 9R2,Barrie,Whirlpool / Spa - Indoor,location.href = '/Facility/Details/377b0cc7-2fee-4ce1-8a92-92b5da950514' ,Recreational Water,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/377b0cc7-2fee-4ce1-8a92-92b5da950514
Grand Harbour,2 Toronto St  Barrie ON L4N 9R2,Barrie,Swimming Pool Class B - Indoor,location.href = '/Facility/Details/e00cd372-faf6-45fc-84e3-a93bc0a7346a' ,Recreational Water,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/e00cd372-faf6-45fc-84e3-a93bc0a7346a
Grandview Lakeside Resort,1230 Grandview Lodge Rd  Severn Bridge ON P0E 1N0,Severn Bridge,Swimming Pool Class B - Outdoor,location.href = '/Facility/Details/19db7dc5-b58c-409d-8460-e24e3a67f9e5' ,Recreational Water,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/19db7dc5-b58c-409d-8460-e24e3a67f9e5
Green Valley Park,115 Barrow avenue  Bradford ON L3Z 2A6,Bradford,Splash Pad (Non-Re-Circulated) - Outdoor,location.href = '/Facility/Details/86c7f27e-dfc7-4e1b-9bb7-37ddac767c71' ,Recreational Water,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/86c7f27e-dfc7-4e1b-9bb7-37ddac767c71
Greenestone Muskoka,3571 Highway 169  Bala ON P0C 1A0,Bala,Swimming Pool Class B - Indoor,location.href = '/Facility/Details/d7b2cb49-4a65-4015-b82a-57533f39fb81' ,Recreational Water,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/d7b2cb49-4a65-4015-b82a-57533f39fb81
Greenwood Splash Pad- Stonemount Park,152 Greenwood Ave  Angus ON,Angus,Splash Pad (Non-Re-Circulated) - Outdoor,location.href = '/Facility/Details/d9501a7a-b452-40cb-8815-6f31fee4971b' ,Recreational Water,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/d9501a7a-b452-40cb-8815-6f31fee4971b
Hammock Harbour Resort,4569 Concession Rd 12  Ramara ON L3V 6H6,Orillia,Swimming Pool Class B - Outdoor,location.href = '/Facility/Details/240dce9d-3095-4a33-b032-2c652f39249a' ,Recreational Water,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/240dce9d-3095-4a33-b032-2c652f39249a
Hampton Inn,877 King Street  Midland ON L4R 0B7,Midland,Swimming Pool Class B - Indoor,location.href = '/Facility/Details/527edc2a-e5e2-4965-96fa-ba1bbbbd6bdb' ,Recreational Water,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/527edc2a-e5e2-4965-96fa-ba1bbbbd6bdb
Hampton Inn & Suites,74 Bryne Dr  Barrie ON L4N 9Y4,Barrie,Whirlpool / Spa - Indoor,location.href = '/Facility/Details/93219a82-7ce0-4779-8b1a-5ddf45c30434' ,Recreational Water,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/93219a82-7ce0-4779-8b1a-5ddf45c30434
Hampton Inn & Suites,74 Bryne Dr  Barrie ON L4N 9Y4,Barrie,Swimming Pool Class B - Indoor,location.href = '/Facility/Details/6df43b84-3780-4a2a-95b8-d7e19e6b50bc' ,Recreational Water,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/6df43b84-3780-4a2a-95b8-d7e19e6b50bc
Heidi's Campground,3982 Highway 11 S  Hawkestone ON L0L 1T0,Hawkestone,Whirlpool / Spa - Indoor,location.href = '/Facility/Details/a27eba7c-57f9-4f9f-b22b-3a179cfd4d61' ,Recreational Water,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/a27eba7c-57f9-4f9f-b22b-3a179cfd4d61
Heidi's Campground,3982 Highway 11 S  Hawkestone ON L0L 1T0,Hawkestone,Swimming Pool Class B - Indoor,location.href = '/Facility/Details/854f046d-c138-4de4-9baa-67105ac7d541' ,Recreational Water,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/854f046d-c138-4de4-9baa-67105ac7d541
Henderson Memorial Park,3171 9th Line  Bradford ON L3Z 2A8,Bradford,Splash Pad (Non-Re-Circulated) - Outdoor,location.href = '/Facility/Details/4203c974-b072-45ec-a9e7-35728ad35786' ,Recreational Water,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/4203c974-b072-45ec-a9e7-35728ad35786
Hidden Valley Resort - Indoor Class B Pool,1755 Valley Rd Rd  Huntsville ON P1H 1Z8,Huntsville,Swimming Pool Class B - Indoor,location.href = '/Facility/Details/1222604f-785c-43b0-93bd-d79b91837733' ,Recreational Water,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/1222604f-785c-43b0-93bd-d79b91837733
Hidden Valley Resort - Outdoor Class B Pool,1755 Valley Rd  Huntsville ON P1H 1Z8,Huntsville,Swimming Pool Class B - Outdoor,location.href = '/Facility/Details/d3f7f63b-322a-4a05-be73-80ff4833a886' ,Recreational Water,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/d3f7f63b-322a-4a05-be73-80ff4833a886
Hidden Valley Resort - Spa,1755 Valley Rd.  Huntsville ON P1H 1Z8,Huntsville,Whirlpool / Spa - Indoor,location.href = '/Facility/Details/3a02ec9a-7dd4-4019-8e7b-b08b8734d3ba' ,Recreational Water,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/3a02ec9a-7dd4-4019-8e7b-b08b8734d3ba
"High Falls Bay Cottages, Camping",50 Brodie Cr. Bracebridge  ON P1L 1W9,Bracebridge,Swimming Pool Class B - Outdoor,location.href = '/Facility/Details/82bb4ddc-917d-4d39-ba7d-7c3d3cf2881a' ,Recreational Water,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/82bb4ddc-917d-4d39-ba7d-7c3d3cf2881a
Hillcrest Park,255 Matchedash St N  Orillia ON L3V 4V8,Orillia,Splash Pad (Non-Re-Circulated) - Outdoor,location.href = '/Facility/Details/0d59a1de-8f02-40c4-96cd-02ed55973181' ,Recreational Water,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/0d59a1de-8f02-40c4-96cd-02ed55973181
Hindson Marina,79 Champlain Rd  Penetanguishene ON L9M 2G2,Penetanguishene,Swimming Pool Class B - Outdoor,location.href = '/Facility/Details/58462798-aca3-48eb-abb5-5df43869bce2' ,Recreational Water,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/58462798-aca3-48eb-abb5-5df43869bce2
Holiday Inn Express,100 Howland Dr  Huntsville ON P1H 2P9,Huntsville,Swimming Pool Class B - Indoor,location.href = '/Facility/Details/fb7f2cd5-c82c-4f1c-9f8c-4b8eef914486' ,Recreational Water,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/fb7f2cd5-c82c-4f1c-9f8c-4b8eef914486
Holiday Inn Express & Suites,500 Hume Street  Collingwood ON L9Y 4H8,Collingwood,Swimming Pool Class B - Indoor,location.href = '/Facility/Details/c3ddf35a-4ad2-4741-a81a-3d34b04f16db' ,Recreational Water,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/c3ddf35a-4ad2-4741-a81a-3d34b04f16db
Holiday Inn Express & Suites,500 Hume Street  Collingwood ON L9Y 4H8,Collingwood,Whirlpool / Spa - Indoor,location.href = '/Facility/Details/ddf90de3-c161-4c24-a865-6be918d6e127' ,Recreational Water,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/ddf90de3-c161-4c24-a865-6be918d6e127
Holiday Inn Express and Suites,506 Bryne Dr  Barrie ON L4N 6E7,Barrie,Swimming Pool Class B - Indoor,location.href = '/Facility/Details/972c99c4-47e1-40f3-b5d7-db65c8f07a7e' ,Recreational Water,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/972c99c4-47e1-40f3-b5d7-db65c8f07a7e
Home2 Suites by Hilton,159 Howland Drive  Huntsville ON P1H 2P7,Huntsville,Swimming Pool Class B - Indoor,location.href = '/Facility/Details/77cffa98-4817-4ce6-b02f-d37bfc120e4e' ,Recreational Water,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/77cffa98-4817-4ce6-b02f-d37bfc120e4e
Horseshoe Resort,1101 Horseshoe Valley Rd  Barrie ON L4M 4Y8,Barrie,Swimming Pool Class B - Indoor,location.href = '/Facility/Details/8e2c50a1-65d7-4389-951f-8ca6511b62e8' ,Recreational Water,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/8e2c50a1-65d7-4389-951f-8ca6511b62e8
Horseshoe Resort,1101 Horseshoe Valley Rd  Barrie ON L4M 4Y8,Barrie,Whirlpool / Spa - Indoor,location.href = '/Facility/Details/f0ebcbed-aef9-4d2b-b208-c745e1a78443' ,Recreational Water,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/f0ebcbed-aef9-4d2b-b208-c745e1a78443
Horseshoe Resort Inn,1101 Horseshoe Valley Rd  Oro-Medonte ON L4M 4Y8,Oro-Medonte,Swimming Pool Class B - Outdoor,location.href = '/Facility/Details/12b55cb4-6783-47f9-9f00-27289614a575' ,Recreational Water,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/12b55cb4-6783-47f9-9f00-27289614a575
Huronia Village Pool,95 Clapperton St  Barrie ON L4M 3G1,Barrie,Swimming Pool Class B - Outdoor,location.href = '/Facility/Details/e21e553a-d646-4c6a-a397-7806a5f46482' ,Recreational Water,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/e21e553a-d646-4c6a-a397-7806a5f46482
Invermara Bay Condo,585 Atherley Road  Orillia ON L3V 7L5,Orillia,Swimming Pool Class B - Outdoor,location.href = '/Facility/Details/77a05f1a-b133-4231-ae3e-eb255dfe5b8f' ,Recreational Water,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/77a05f1a-b133-4231-ae3e-eb255dfe5b8f
Jell-E-Bean Pool,8681 Beachwood Rd  Wasaga Beach ON L9Z 2G5,Wasaga Beach,Swimming Pool Class B - Outdoor,location.href = '/Facility/Details/1cc8c741-ef68-4d0d-b9fe-1d27fc3ae507' ,Recreational Water,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/1cc8c741-ef68-4d0d-b9fe-1d27fc3ae507
JW Marriott The Rosseau Muskoka Resort & Spa - Lower Paignton Adult Pool,1050 Paignton House Rd  Minett ON P0B 1G0,Minett,Swimming Pool Class B - Outdoor,location.href = '/Facility/Details/04729611-dde2-4b0d-9604-9ca237ac7926' ,Recreational Water,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/04729611-dde2-4b0d-9604-9ca237ac7926
JW Marriott The Rosseau Muskoka Resort & Spa - Indoor Men's Spa,1050 Paignton House Rd  Minett ON P0B 1G0,Minett,Whirlpool / Spa - Indoor,location.href = '/Facility/Details/0999451b-222b-4134-ab5d-55d0ae479df4' ,Recreational Water,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/0999451b-222b-4134-ab5d-55d0ae479df4
JW Marriott The Rosseau Muskoka Resort & Spa - Indoor Women's Spa,1050 Paignton House Rd  Minett ON P0B 1G0,Minett,Whirlpool / Spa - Indoor,location.href = '/Facility/Details/b63d6194-4ba1-456d-8ed8-ab3e8f33228c' ,Recreational Water,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/b63d6194-4ba1-456d-8ed8-ab3e8f33228c
JW Marriott The Rosseau Muskoka Resort & Spa - Indoor/Outdoor Longview Pool,1050 Paignton House Rd  Minett ON P0B 1G0,Minett,Swimming Pool Class B - Indoor,location.href = '/Facility/Details/90b03e28-a83a-4208-94d0-9bf0bc0dad44' ,Recreational Water,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/90b03e28-a83a-4208-94d0-9bf0bc0dad44
JW Marriott The Rosseau Muskoka Resort & Spa - Lower Paignton Spa,1050 Paignton House Rd  Minett ON P0B 1G0,Minett,Whirpool / Spa - Outdoor,location.href = '/Facility/Details/d91450bd-4259-4b5a-a300-cf526991f212' ,Recreational Water,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/d91450bd-4259-4b5a-a300-cf526991f212
JW Marriott The Rosseau Muskoka Resort & Spa - Lower Paignton Wading Pool,1050 Paignton House Rd  Minett ON P0B 1G0,Minett,Wading Pool - Outdoor,location.href = '/Facility/Details/9b0334fa-55e8-455d-836e-bcacd929395f' ,Recreational Water,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/9b0334fa-55e8-455d-836e-bcacd929395f
JW Marriott The Rosseau Muskoka Resort & Spa - Outdoor Rosseau Spa,1050 Paignton House Rd  Minett ON P0B 1G0,Minett,Whirpool / Spa - Outdoor,location.href = '/Facility/Details/bc72c17e-4272-4854-9fbd-a85dd698edbb' ,Recreational Water,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/bc72c17e-4272-4854-9fbd-a85dd698edbb
JW Marriott The Rosseau Muskoka Resort & Spa - Outdoor Longview Spa (Upper round),1050 Paignton House Rd  Minett ON P0B 1G0,Minett,Whirpool / Spa - Outdoor,location.href = '/Facility/Details/21759977-94c3-4136-aad9-eb357c786286' ,Recreational Water,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/21759977-94c3-4136-aad9-eb357c786286
JW Marriott The Rosseau Muskoka Resort & Spa - Outdoor Rosseau Pool,1050 Paignton House Rd  Minett ON P0B 1G0,Minett,Swimming Pool Class B - Outdoor,location.href = '/Facility/Details/d9d7eb96-aa77-4bbb-b9d3-2823b6a90862' ,Recreational Water,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/d9d7eb96-aa77-4bbb-b9d3-2823b6a90862
Kingsbridge Inn Pool,268 Main Street  Wasaga Beach ON L9Z 2N6,Wasaga Beach,Swimming Pool Class B - Outdoor,location.href = '/Facility/Details/abf5516c-78d8-4605-81b2-e2d425dc2950' ,Recreational Water,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/abf5516c-78d8-4605-81b2-e2d425dc2950
KOA - Barrie,3138 Penetanguishene Rd  Barrie ON L4M 4Y8,Barrie,Swimming Pool Class B - Outdoor,location.href = '/Facility/Details/18590525-bbc6-4bc0-b416-a7f849fb14b6' ,Recreational Water,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/18590525-bbc6-4bc0-b416-a7f849fb14b6
KOA - Barrie,3138 Penetanguishene Rd  Barrie ON L4M 4Y8,Barrie,Swimming Pool Class B - Outdoor,location.href = '/Facility/Details/727fefbb-6bbd-4de9-8376-9e670a880cdd' ,Recreational Water,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/727fefbb-6bbd-4de9-8376-9e670a880cdd
LA Fitness,149 Live Eight Way  Barrie ON L4N 6P1,Barrie,Whirlpool / Spa - Indoor,location.href = '/Facility/Details/49a93fd2-e45e-4df2-8b60-721b3e6a2a01' ,Recreational Water,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/49a93fd2-e45e-4df2-8b60-721b3e6a2a01
LA Fitness,527 Cundles E  Barrie ON L4M 0J7,Barrie,Swimming Pool Class B - Indoor,location.href = '/Facility/Details/d480371d-578c-47f2-aa45-24926a4cac6a' ,Recreational Water,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/d480371d-578c-47f2-aa45-24926a4cac6a
LA Fitness,149 Live Eight Way  Barrie ON L4N 6P1,Barrie,Swimming Pool Class B - Indoor,location.href = '/Facility/Details/0ccc2724-9ebd-4a70-909a-f13e781526d5' ,Recreational Water,,,,,,,https://simcoeportal.hedgerowsoftware.com/Facility/Details/0ccc2724-9ebd-4a70-909a-f13e781526d5
